priority_id,headword,gloss_en,part_of_speech,first_lesson_number,lesson_frequency,occurrence_count,linked_entry_count,avg_confidence,lessons_json,lesson_number
FCN-VP-00001,tlen,alternative spelling of tlein,pron,1,32,32,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",4
FCN-VP-00002,huan,and,conj,2,24,24,1,0.9,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31]",4
FCN-VP-00003,nahuatl,something having a clear and pleasant sound.,noun,1,16,16,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 20, 28, 29]",4
FCN-VP-00005,īcā,,,4,14,14,0,0.4,"[4, 6, 7, 8, 9, 11, 12, 19, 22, 23, 27, 29, 31, 32]",4
FCN-VP-00007,which,,,4,13,13,0,0.4,"[4, 9, 15, 16, 18, 19, 20, 21, 22, 23, 26, 28, 30]",4
FCN-VP-00010,questions,,,2,11,11,0,0.4,"[2, 4, 7, 8, 9, 18, 19, 21, 22, 29, 31]",4
FCN-VP-00011,ōme,,,4,11,11,0,0.4,"[4, 6, 10, 18, 19, 20, 23, 27, 28, 29, 31]",4
FCN-VP-00017,ēyi,,,4,7,7,0,0.4,"[4, 10, 19, 23, 27, 28, 29]",4
FCN-VP-00023,quipiya,,,3,6,6,0,0.4,"[3, 4, 20, 22, 27, 29]",4
FCN-VP-00035,chichiquilli,Harpoon.,noun,4,4,4,1,0.9,"[4, 18, 24, 27]",4
FCN-VP-00036,huēyi,,,4,4,4,0,0.4,"[4, 22, 23, 25]",4
FCN-VP-00037,quezqui,how much?,adv,4,4,4,1,0.9,"[4, 9, 21, 27]",4
FCN-VP-00038,tlapōhualiztli,,,4,4,4,0,0.4,"[4, 5, 13, 31]",4
FCN-VP-00039,xīhuitl,,,4,4,4,0,0.4,"[4, 9, 22, 26]",4
FCN-VP-00066,chicuēyi,,,4,3,3,0,0.4,"[4, 22, 24]",4
FCN-VP-00067,mahtlactli,ten,num,4,3,3,1,0.9,"[4, 6, 27]",4
FCN-VP-00068,quēn,,,4,3,3,0,0.4,"[4, 18, 22]",4
FCN-VP-00069,tlahtlaniliztli,,,4,3,3,0,0.4,"[4, 21, 31]",4
FCN-VP-00104,cōmalli,,,3,2,2,0,0.4,"[3, 4]",4
FCN-VP-00110,chicuacē,,,4,2,2,0,0.4,"[4, 7]",4
FCN-VP-00111,ticāmati,,,4,2,2,0,0.4,"[4, 18]",4
FCN-VP-00112,tlaxcalli,maize tortilla,noun,4,2,2,1,0.9,"[4, 7]",4
FCN-VP-00113,tzictic,,,4,2,2,0,0.4,"[4, 10]",4
FCN-VP-00114,xoxoctīc,,,4,2,2,0,0.4,"[4, 27]",4
FCN-VP-00115,xōchitl,,,4,2,2,0,0.4,"[4, 10]",4
FCN-VP-00116,ītōcah,,,4,2,2,0,0.4,"[4, 8]",4
FCN-VP-00117,īīxnēzca,,,4,2,2,0,0.4,"[4, 10]",4
FCN-VP-00263,ahāhuilli,,,4,1,1,0,0.4,[4],4
FCN-VP-00264,chalchocotl,,,4,1,1,0,0.4,[4],4
FCN-VP-00265,chiucnahui,nine,num,4,1,1,1,0.9,[4],4
FCN-VP-00266,cuamezah,,,4,1,1,0,0.4,[4],4
FCN-VP-00267,cuaxilotl,obsolete spelling of kuaxilotl,noun,4,1,1,1,0.9,[4],4
FCN-VP-00268,cēmpohualli,,,4,1,1,0,0.4,[4],4
FCN-VP-00269,cōztic,,,4,1,1,0,0.4,[4],4
FCN-VP-00270,etloc,,,4,1,1,0,0.4,[4],4
FCN-VP-00271,ixnezcayotl,,,4,1,1,0,0.4,[4],4
FCN-VP-00272,mācuilli,,,4,1,1,0,0.4,[4],4
FCN-VP-00273,niquitta,,,4,1,1,0,0.4,[4],4
FCN-VP-00274,quēzqui,,,4,1,1,0,0.4,[4],4
FCN-VP-00275,tiquitta,,,4,1,1,0,0.4,[4],4
FCN-VP-00276,tlicolli,,,4,1,1,0,0.4,[4],4
FCN-VP-00277,tēcciztli,,,4,1,1,0,0.4,[4],4
FCN-VP-00278,xicnanquili,,,4,1,1,0,0.4,[4],4
FCN-VP-00279,āchīlcōz,,,4,1,1,0,0.4,[4],4
FCN-VP-00280,āmoxtli,,,4,1,1,0,0.4,[4],4
FCN-VP-00281,īixnēzca,,,4,1,1,0,0.4,[4],4
FCN-VP-00282,īxcopincayōtl,,,4,1,1,0,0.4,[4],4
FCN-VP-00283,īxnēzcayōtl,,,4,1,1,0,0.4,[4],4
FCN-VP-00284,īīxnezca,,,4,1,1,0,0.4,[4],4
FCN-VP-00285,ōmpōhualli,,,4,1,1,0,0.4,[4],4
