priority_id,headword,gloss_en,part_of_speech,first_lesson_number,lesson_frequency,occurrence_count,linked_entry_count,avg_confidence,lessons_json,lesson_number
FCN-VP-00001,tlen,alternative spelling of tlein,pron,1,32,32,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",19
FCN-VP-00002,huan,and,conj,2,24,24,1,0.9,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31]",19
FCN-VP-00004,tequitl,work,noun,10,16,16,1,0.9,"[10, 12, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31]",19
FCN-VP-00005,īcā,,,4,14,14,0,0.4,"[4, 6, 7, 8, 9, 11, 12, 19, 22, 23, 27, 29, 31, 32]",19
FCN-VP-00006,cequin,,,8,14,14,0,0.4,"[8, 9, 11, 17, 19, 21, 24, 25, 26, 27, 29, 30, 31, 32]",19
FCN-VP-00007,which,,,4,13,13,0,0.4,"[4, 9, 15, 16, 18, 19, 20, 21, 22, 23, 26, 28, 30]",19
FCN-VP-00008,tlachīhualiztli,,,6,12,12,0,0.4,"[6, 12, 14, 15, 16, 17, 19, 23, 24, 25, 28, 31]",19
FCN-VP-00009,tlamanēxtilli,,,12,12,12,0,0.4,"[12, 13, 14, 15, 16, 17, 19, 20, 23, 24, 25, 32]",19
FCN-VP-00010,questions,,,2,11,11,0,0.4,"[2, 4, 7, 8, 9, 18, 19, 21, 22, 29, 31]",19
FCN-VP-00011,ōme,,,4,11,11,0,0.4,"[4, 6, 10, 18, 19, 20, 23, 27, 28, 29, 31]",19
FCN-VP-00016,quēniuhqui,,,3,7,7,0,0.4,"[3, 8, 9, 10, 18, 19, 31]",19
FCN-VP-00017,ēyi,,,4,7,7,0,0.4,"[4, 10, 19, 23, 27, 28, 29]",19
FCN-VP-00018,yāhuatzinco,,,6,7,7,0,0.4,"[6, 7, 12, 13, 19, 22, 25]",19
FCN-VP-00019,quēmman,,,7,7,7,0,0.4,"[7, 11, 13, 19, 22, 29, 31]",19
FCN-VP-00020,tlamantli,thing.,noun,8,7,7,1,0.9,"[8, 19, 21, 22, 27, 29, 31]",19
FCN-VP-00022,cāmpa,,,19,7,7,0,0.4,"[19, 22, 23, 25, 26, 27, 31]",19
FCN-VP-00025,achtohui,first.,adj,7,6,6,1,0.9,"[7, 19, 21, 22, 29, 31]",19
FCN-VP-00026,nouhquiya,,,7,6,6,0,0.4,"[7, 19, 22, 27, 29, 31]",19
FCN-VP-00030,tlacualli,Food.,noun,18,5,5,1,0.9,"[18, 19, 22, 25, 31]",19
FCN-VP-00031,tlahuel,very,adv,19,5,5,1,0.9,"[19, 22, 28, 30, 32]",19
FCN-VP-00033,cualtitoc,"fine, ok.",intj,3,4,4,1,0.9,"[3, 5, 19, 27]",19
FCN-VP-00043,nahui,four,num,7,4,4,1,0.9,"[7, 19, 22, 28]",19
FCN-VP-00046,tlahtolli,Word; speech; language.,noun,8,4,4,1,0.9,"[8, 10, 19, 32]",19
FCN-VP-00049,quēna,,,11,4,4,0,0.4,"[11, 19, 27, 31]",19
FCN-VP-00054,chilli,chili pepper,noun,18,4,4,1,0.9,"[18, 19, 22, 27]",19
FCN-VP-00055,chachapalli,,,19,4,4,0,0.4,"[19, 22, 25, 27]",19
FCN-VP-00056,noque,,,19,4,4,0,0.4,"[19, 21, 22, 31]",19
FCN-VP-00057,ātl,,,19,4,4,0,0.4,"[19, 22, 25, 30]",19
FCN-VP-00075,tlayōhua,,,7,3,3,0,0.4,"[7, 12, 19]",19
FCN-VP-00086,tohhuantin,,,13,3,3,0,0.4,"[13, 19, 31]",19
FCN-VP-00090,cualli,Something good; a good thing.,noun,19,3,3,1,0.9,"[19, 29, 31]",19
FCN-VP-00091,iztātl,,,19,3,3,0,0.4,"[19, 22, 27]",19
FCN-VP-00092,nochi,all.,det,19,3,3,1,0.9,"[19, 22, 31]",19
FCN-VP-00093,pilaltepētzitzin,,,19,3,3,0,0.4,"[19, 22, 27]",19
FCN-VP-00094,queniuhqui,,,19,3,3,0,0.4,"[19, 21, 22]",19
FCN-VP-00095,quīza,,,19,3,3,0,0.4,"[19, 29, 31]",19
FCN-VP-00132,tlahcotōna,,,7,2,2,0,0.4,"[7, 19]",19
FCN-VP-00167,chīltlaxcalli,,,18,2,2,0,0.4,"[18, 19]",19
