priority_id,headword,gloss_en,part_of_speech,first_lesson_number,lesson_frequency,occurrence_count,linked_entry_count,avg_confidence,lessons_json,lesson_number
FCN-VP-00001,tlen,alternative spelling of tlein,pron,1,32,32,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",3
FCN-VP-00002,huan,and,conj,2,24,24,1,0.9,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31]",3
FCN-VP-00003,nahuatl,something having a clear and pleasant sound.,noun,1,16,16,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 20, 28, 29]",3
FCN-VP-00014,tlamānēxtilli,,,1,8,8,0,0.4,"[1, 3, 6, 7, 8, 9, 10, 12]",3
FCN-VP-00015,chicontepec,"Chicontepec (the largest city in the state of Veracruz, Mexico)",name,3,7,7,1,0.9,"[3, 7, 11, 21, 22, 27, 32]",3
FCN-VP-00016,quēniuhqui,,,3,7,7,0,0.4,"[3, 8, 9, 10, 18, 19, 31]",3
FCN-VP-00023,quipiya,,,3,6,6,0,0.4,"[3, 4, 20, 22, 27, 29]",3
FCN-VP-00024,school,,,3,6,6,0,0.4,"[3, 6, 8, 12, 13, 23]",3
FCN-VP-00027,nicān,,,3,5,5,0,0.4,"[3, 22, 26, 27, 31]",3
FCN-VP-00033,cualtitoc,"fine, ok.",intj,3,4,4,1,0.9,"[3, 5, 19, 27]",3
FCN-VP-00034,mācēhualli,,,3,4,4,0,0.4,"[3, 11, 29, 31]",3
FCN-VP-00060,chicōntepēc,,,3,3,3,0,0.4,"[3, 27, 32]",3
FCN-VP-00061,cihuātl,,,3,3,3,0,0.4,"[3, 11, 22]",3
FCN-VP-00062,nimomachtia,,,3,3,3,0,0.4,"[3, 5, 6]",3
FCN-VP-00063,nitlamachtia,,,3,3,3,0,0.4,"[3, 5, 6]",3
FCN-VP-00064,teach,,,3,3,3,0,0.4,"[3, 5, 6]",3
FCN-VP-00065,tlatōcaxtiliztli,,,3,3,3,0,0.4,"[3, 20, 23]",3
FCN-VP-00103,cānin,,,3,2,2,0,0.4,"[3, 24]",3
FCN-VP-00104,cōmalli,,,3,2,2,0,0.4,"[3, 4]",3
FCN-VP-00105,mācēhualmeh,,,3,2,2,0,0.4,"[3, 27]",3
FCN-VP-00106,niēhua,,,3,2,2,0,0.4,"[3, 6]",3
FCN-VP-00107,tepōztli,,,3,2,2,0,0.4,"[3, 22]",3
FCN-VP-00108,ticchīhua,,,3,2,2,0,0.4,"[3, 11]",3
FCN-VP-00109,ītecoh,,,3,2,2,0,0.4,"[3, 20]",3
FCN-VP-00234,-meh,Used to form the plural of absolutive noun forms ending in -tl or -tli.,suffix,3,1,1,1,0.9,[3],3
FCN-VP-00235,axquipiya,,,3,1,1,0,0.4,[3],3
FCN-VP-00236,caltlamachticān,,,3,1,1,0,0.4,[3],3
FCN-VP-00237,chic,,,3,1,1,0,0.4,[3],3
FCN-VP-00238,chocolates,,,3,1,1,0,0.4,[3],3
FCN-VP-00239,chocolatl,"A drink with pulverized toasted cacao beans and water, described as cold and foamy. Sometimes fermented and sometimes as a thick drink. It can include a variety of additional ingredients (chili, bee honey, pochotl seeds, pulverized maize corn, vanilla seeds, and many others).",noun,3,1,1,1,0.9,[3],3
FCN-VP-00240,cihuāmeh,,,3,1,1,0,0.4,[3],3
FCN-VP-00241,comalmeh,,,3,1,1,0,0.4,[3],3
FCN-VP-00242,current,,,3,1,1,0,0.4,[3],3
FCN-VP-00243,hunter,,,3,1,1,0,0.4,[3],3
FCN-VP-00244,incihuāmeh,,,3,1,1,0,0.4,[3],3
FCN-VP-00245,inmācēhualmeh,,,3,1,1,0,0.4,[3],3
FCN-VP-00246,machines,,,3,1,1,0,0.4,[3],3
FCN-VP-00247,martin,,,3,1,1,0,0.4,[3],3
FCN-VP-00248,motōcah,,,3,1,1,0,0.4,[3],3
FCN-VP-00249,nimācēhualli,,,3,1,1,0,0.4,[3],3
FCN-VP-00250,niāan,,,3,1,1,0,0.4,[3],3
FCN-VP-00251,notōcah,,,3,1,1,0,0.4,[3],3
FCN-VP-00252,ntepēc,,,3,1,1,0,0.4,[3],3
FCN-VP-00253,occupation,,,3,1,1,0,0.4,[3],3
FCN-VP-00254,tepōzmeh,,,3,1,1,0,0.4,[3],3
FCN-VP-00255,ticihuāmeh,,,3,1,1,0,0.4,[3],3
FCN-VP-00256,ticihuātl,,,3,1,1,0,0.4,[3],3
FCN-VP-00257,timācēhualli,,,3,1,1,0,0.4,[3],3
FCN-VP-00258,timācēhualmeh,,,3,1,1,0,0.4,[3],3
FCN-VP-00259,tiēhua,,,3,1,1,0,0.4,[3],3
FCN-VP-00260,tlatocaxtiliztli,noun.,noun,3,1,1,1,0.9,[3],3
FCN-VP-00261,tlatzinpeuhquetl,,,3,1,1,0,0.4,[3],3
FCN-VP-00262,tli,,,3,1,1,0,0.4,[3],3
