priority_id,headword,gloss_en,part_of_speech,first_lesson_number,lesson_frequency,occurrence_count,linked_entry_count,avg_confidence,lessons_json,lesson_number
FCN-VP-00001,tlen,alternative spelling of tlein,pron,1,32,32,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",1
FCN-VP-00003,nahuatl,something having a clear and pleasant sound.,noun,1,16,16,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 20, 28, 29]",1
FCN-VP-00014,tlamānēxtilli,,,1,8,8,0,0.4,"[1, 3, 6, 7, 8, 9, 10, 12]",1
FCN-VP-00032,tlamanextilli,,,1,4,4,0,0.4,"[1, 17, 20, 26]",1
FCN-VP-00101,unique,,,1,2,2,0,0.4,"[1, 21]",1
FCN-VP-00219,atlas,,,1,1,1,0,0.4,[1],1
FCN-VP-00220,blitz,,,1,1,1,0,0.4,[1],1
FCN-VP-00221,cōhquī,,,1,1,1,0,0.4,[1],1
FCN-VP-00222,cōuhqui,,,1,1,1,0,0.4,[1],1
FCN-VP-00223,michel,,,1,1,1,0,0.4,[1],1
FCN-VP-00224,particular,,,1,1,1,0,0.4,[1],1
FCN-VP-00225,quest,,,1,1,1,0,0.4,[1],1
FCN-VP-00226,such,,,1,1,1,0,0.4,[1],1
FCN-VP-00227,tentzilincayotl,,,1,1,1,0,0.4,[1],1
FCN-VP-00228,teuctli,Lord.,noun,1,1,1,1,0.9,[1],1
FCN-VP-00229,tēktli,,,1,1,1,0,0.4,[1],1
FCN-VP-00230,tēntlatzacuilcayōtl,,,1,1,1,0,0.4,[1],1
