priority_id,headword,gloss_en,part_of_speech,first_lesson_number,lesson_frequency,occurrence_count,linked_entry_count,avg_confidence,lessons_json,lesson_number
FCN-VP-00001,tlen,alternative spelling of tlein,pron,1,32,32,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",9
FCN-VP-00002,huan,and,conj,2,24,24,1,0.9,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31]",9
FCN-VP-00003,nahuatl,something having a clear and pleasant sound.,noun,1,16,16,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 20, 28, 29]",9
FCN-VP-00005,īcā,,,4,14,14,0,0.4,"[4, 6, 7, 8, 9, 11, 12, 19, 22, 23, 27, 29, 31, 32]",9
FCN-VP-00006,cequin,,,8,14,14,0,0.4,"[8, 9, 11, 17, 19, 21, 24, 25, 26, 27, 29, 30, 31, 32]",9
FCN-VP-00007,which,,,4,13,13,0,0.4,"[4, 9, 15, 16, 18, 19, 20, 21, 22, 23, 26, 28, 30]",9
FCN-VP-00010,questions,,,2,11,11,0,0.4,"[2, 4, 7, 8, 9, 18, 19, 21, 22, 29, 31]",9
FCN-VP-00014,tlamānēxtilli,,,1,8,8,0,0.4,"[1, 3, 6, 7, 8, 9, 10, 12]",9
FCN-VP-00016,quēniuhqui,,,3,7,7,0,0.4,"[3, 8, 9, 10, 18, 19, 31]",9
FCN-VP-00037,quezqui,how much?,adv,4,4,4,1,0.9,"[4, 9, 21, 27]",9
FCN-VP-00039,xīhuitl,,,4,4,4,0,0.4,"[4, 9, 22, 26]",9
FCN-VP-00078,nochocho,,,9,3,3,0,0.4,"[9, 12, 24]",9
FCN-VP-00144,inintōcah,,,9,2,2,0,0.4,"[9, 31]",9
FCN-VP-00145,motōcaxtilli,,,9,2,2,0,0.4,"[9, 23]",9
FCN-VP-00146,quipōz,,,9,2,2,0,0.4,"[9, 23]",9
FCN-VP-00147,īchocho,,,9,2,2,0,0.4,"[9, 24]",9
FCN-VP-00148,īteco,,,9,2,2,0,0.4,"[9, 23]",9
FCN-VP-00345,ininchochohuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00346,ininicnihuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00347,ininmachicnihuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00348,inintlayihuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00349,inmochochohuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00350,inmoicnihuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00351,inmomachicnihuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00352,inmotlayihuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00353,mochocho,,,9,1,1,0,0.4,[9],9
FCN-VP-00354,mochochohuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00355,moicnihuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00356,momachicniuh,,,9,1,1,0,0.4,[9],9
FCN-VP-00357,momimihuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00358,mopipihuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00359,motatahhuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00360,mototatahhuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00361,quipiyah,,,9,1,1,0,0.4,[9],9
FCN-VP-00362,quēniuhquin,,,9,1,1,0,0.4,[9],9
FCN-VP-00363,search,,,9,1,1,0,0.4,[9],9
FCN-VP-00364,tochochohuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00365,toicnihuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00366,tomachicnihuan,,,9,1,1,0,0.4,[9],9
FCN-VP-00367,īicniuh,,,9,1,1,0,0.4,[9],9
FCN-VP-00368,īmachicniuh,,,9,1,1,0,0.4,[9],9
