priority_id,headword,gloss_en,part_of_speech,first_lesson_number,lesson_frequency,occurrence_count,linked_entry_count,avg_confidence,lessons_json,lesson_number
FCN-VP-00001,tlen,alternative spelling of tlein,pron,1,32,32,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",7
FCN-VP-00002,huan,and,conj,2,24,24,1,0.9,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31]",7
FCN-VP-00003,nahuatl,something having a clear and pleasant sound.,noun,1,16,16,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 20, 28, 29]",7
FCN-VP-00005,īcā,,,4,14,14,0,0.4,"[4, 6, 7, 8, 9, 11, 12, 19, 22, 23, 27, 29, 31, 32]",7
FCN-VP-00010,questions,,,2,11,11,0,0.4,"[2, 4, 7, 8, 9, 18, 19, 21, 22, 29, 31]",7
FCN-VP-00013,huanya,,,6,9,9,0,0.4,"[6, 7, 8, 12, 13, 24, 25, 26, 31]",7
FCN-VP-00014,tlamānēxtilli,,,1,8,8,0,0.4,"[1, 3, 6, 7, 8, 9, 10, 12]",7
FCN-VP-00015,chicontepec,"Chicontepec (the largest city in the state of Veracruz, Mexico)",name,3,7,7,1,0.9,"[3, 7, 11, 21, 22, 27, 32]",7
FCN-VP-00018,yāhuatzinco,,,6,7,7,0,0.4,"[6, 7, 12, 13, 19, 22, 25]",7
FCN-VP-00019,quēmman,,,7,7,7,0,0.4,"[7, 11, 13, 19, 22, 29, 31]",7
FCN-VP-00025,achtohui,first.,adj,7,6,6,1,0.9,"[7, 19, 21, 22, 29, 31]",7
FCN-VP-00026,nouhquiya,,,7,6,6,0,0.4,"[7, 19, 22, 27, 29, 31]",7
FCN-VP-00029,īchān,,,7,5,5,0,0.4,"[7, 12, 24, 25, 31]",7
FCN-VP-00041,itztoc,to be.,verb,7,4,4,1,0.9,"[7, 21, 24, 30]",7
FCN-VP-00042,mīllah,,,7,4,4,0,0.4,"[7, 8, 22, 24]",7
FCN-VP-00043,nahui,four,num,7,4,4,1,0.9,"[7, 19, 22, 28]",7
FCN-VP-00044,pēhua,,,7,4,4,0,0.4,"[7, 23, 29, 31]",7
FCN-VP-00045,quēntzin,,,7,4,4,0,0.4,"[7, 22, 27, 29]",7
FCN-VP-00070,cāhuitl,,,6,3,3,0,0.4,"[6, 7, 22]",7
FCN-VP-00071,etl,bean,noun,7,3,3,1,0.9,"[7, 21, 22]",7
FCN-VP-00072,inanān,,,7,3,3,0,0.4,"[7, 25, 26]",7
FCN-VP-00073,quichīhua,,,7,3,3,0,0.4,"[7, 22, 31]",7
FCN-VP-00074,quinequi,,,7,3,3,0,0.4,"[7, 24, 31]",7
FCN-VP-00075,tlayōhua,,,7,3,3,0,0.4,"[7, 12, 19]",7
FCN-VP-00076,tōnatiuh,,,7,3,3,0,0.4,"[7, 22, 24]",7
FCN-VP-00110,chicuacē,,,4,2,2,0,0.4,"[4, 7]",7
FCN-VP-00112,tlaxcalli,maize tortilla,noun,4,2,2,1,0.9,"[4, 7]",7
FCN-VP-00124,cemilhuitl,,,7,2,2,0,0.4,"[7, 29]",7
FCN-VP-00125,chīlli,,,7,2,2,0,0.4,"[7, 22]",7
FCN-VP-00126,mēhua,,,7,2,2,0,0.4,"[7, 22]",7
FCN-VP-00127,nitlahtzoma,,,7,2,2,0,0.4,"[7, 11]",7
FCN-VP-00128,pantzin,,,7,2,2,0,0.4,"[7, 18]",7
FCN-VP-00129,quiitta,,,7,2,2,0,0.4,"[7, 29]",7
FCN-VP-00130,quimāna,,,7,2,2,0,0.4,"[7, 22]",7
FCN-VP-00131,tlacualchīhua,,,7,2,2,0,0.4,"[7, 22]",7
FCN-VP-00132,tlahcotōna,,,7,2,2,0,0.4,"[7, 19]",7
FCN-VP-00133,tlami,"to end, to finish",verb,7,2,2,1,0.9,"[7, 31]",7
FCN-VP-00134,ītōnal,,,7,2,2,0,0.4,"[7, 31]",7
FCN-VP-00311,chocolātl,,,7,1,1,0,0.4,[7],7
FCN-VP-00312,choose,,,7,1,1,0,0.4,[7],7
FCN-VP-00313,chāntequitl,,,7,1,1,0,0.4,[7],7
FCN-VP-00314,cquiya,,,7,1,1,0,0.4,[7],7
FCN-VP-00315,huaya,,,7,1,1,0,0.4,[7],7
FCN-VP-00316,mocuapaz,,,7,1,1,0,0.4,[7],7
FCN-VP-00317,motlancochpahpāca,,,7,1,1,0,0.4,[7],7
FCN-VP-00318,mīxxamia,,,7,1,1,0,0.4,[7],7
FCN-VP-00319,nelyāhuatzinco,,,7,1,1,0,0.4,[7],7
FCN-VP-00320,nicchīhua,,,7,1,1,0,0.4,[7],7
FCN-VP-00321,niccuā,,,7,1,1,0,0.4,[7],7
FCN-VP-00322,nicōni,,,7,1,1,0,0.4,[7],7
FCN-VP-00323,nitlami,,,7,1,1,0,0.4,[7],7
FCN-VP-00324,quimatiz,,,7,1,1,0,0.4,[7],7
FCN-VP-00325,quitehtequi,,,7,1,1,0,0.4,[7],7
FCN-VP-00326,quitzoyōnia,,,7,1,1,0,0.4,[7],7
FCN-VP-00327,tlahcōtona,,,7,1,1,0,0.4,[7],7
FCN-VP-00328,tlapoyauhcan,,,7,1,1,0,0.4,[7],7
FCN-VP-00329,tlayo,,,7,1,1,0,0.4,[7],7
FCN-VP-00330,īcafen,,,7,1,1,0,0.4,[7],7
