rank,list_name,entry_id,attestation_status,phase7_status,beginner_flag,beginner_rationale,display_form,ehn_spoken_form,msn_headword,current_msn_headword,gloss_en,gloss_es,part_of_speech,semantic_domain,register,variety,pedagogical_score,source_file,source_reference,source_confidence,rule_trace
168,core_ehn_250,kw::awakatl::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,awakatl,awakatl,awakatl,awakatl,avocado,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::awakatl::sense-2,0.95,identity
169,core_ehn_250,kw::chilli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,chilli,chilli,chilli,chilli,chili pepper,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chilli::sense-3,0.95,identity
170,core_ehn_250,kw::cafe::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,cafe,cafe,kafe,cafe,coffee,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cafe::sense-1,0.95,hard c > k
171,core_ehn_250,kw::komalli::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,komalli,komalli,komalli,komalli,a pan used to grill tortillas,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::komalli::sense-2,0.95,identity
172,core_ehn_250,kw::lalax::4,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,lalax,lalax,lalax,lalax,orange (fruit),,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::lalax::sense-4,0.95,identity
173,core_ehn_250,kw::milli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,milli,milli,milli,milli,Cultivated field; milpa,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::milli::sense-3,0.95,identity
174,core_ehn_250,kw::pantzi::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,pantzi,pantzi,pantsi,pantzi,bread,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pantzi::sense-1,0.95,z > s
175,core_ehn_250,kw::tamalli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tamalli,tamalli,tamalli,tamalli,tamale,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tamalli::sense-3,0.95,identity
176,core_ehn_250,kw::tixtli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tixtli,tixtli,tixtli,tixtli,dough (food),,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tixtli::sense-1,0.95,identity
177,core_ehn_250,kw::tlanextilihcayotl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlanextilihcayotl,tlanextilihcayotl,tlanextilihkayotl,tlanextilihcayotl,"sign, wonder, miracle",,noun,verb_action,EHN_colloquial,Eastern Huasteca Nahuatl,110,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlanextilihcayotl::sense-1,0.95,hard c > k
178,core_ehn_250,kw::ax-cualli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ax cualli,ax cualli,ax kualli,ax cualli,bad,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,109,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ax cualli::sense-1,0.95,hard c > k
179,core_ehn_250,kw::acahya::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,acahya,acahya,akahya,acahya,companion,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::acahya::sense-1,0.95,hard c > k
180,core_ehn_250,kw::awiyak::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,awiyak,awiyak,awiyak,awiyak,tasty,,adj,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::awiyak::sense-1,0.95,identity
181,core_ehn_250,kw::chilcoz::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,chilcoz,chilcoz,chilkos,chilcoz,orange,,adj,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chilcoz::sense-1,0.95,z > s; hard c > k
182,core_ehn_250,kw::ihnaloc::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ihnaloc,ihnaloc,ihnalok,ihnaloc,morning,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ihnaloc::sense-1,0.95,hard c > k
183,core_ehn_250,kw::ihnalpa::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ihnalpa,ihnalpa,ihnalpa,ihnalpa,morning,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ihnalpa::sense-1,0.95,identity
184,core_ehn_250,kw::inana::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,inana,inana,inana,inana,"his, her, its mother",,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::inana::sense-1,0.95,identity
185,core_ehn_250,kw::ipohual::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ipohual,ipohual,ipowal,ipohual,season,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ipohual::sense-1,0.95,hu> w before vowel
186,core_ehn_250,kw::itata::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,itata,itata,itata,itata,"his, her, its father",,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::itata::sense-1,0.95,identity
187,core_ehn_250,kw::ixhui::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ixhui,ixhui,ixwi,ixhui,grandson,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ixhui::sense-2,0.95,hu> w before vowel
188,core_ehn_250,kw::konetl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,konetl,konetl,konetl,konetl,son,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::konetl::sense-1,0.95,identity
189,core_ehn_250,kw::mayana::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,mayana,mayana,mayana,mayana,hungry,,adj,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mayana::sense-3,0.95,identity
190,core_ehn_250,kw::metztli::8,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,metztli,metztli,metstli,metztli,month,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::metztli::sense-8,0.95,z > s
191,core_ehn_250,kw::mexikatl::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,mexikatl,mexikatl,mexikatl,mexikatl,"Mexican, Nahuan people",,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mexikatl::sense-2,0.95,identity
192,core_ehn_250,kw::sehco::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,sehco,sehco,sehko,sehco,people,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::sehco::sense-1,0.95,hard c > k
193,core_ehn_250,kw::tlayohua::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlayohua,tlayohua,tlayowa,tlayohua,night,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlayohua::sense-1,0.95,hu> w before vowel
194,core_ehn_250,kw::huicatl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huicatl,huicatl,wikatl,huicatl,song,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huicatl::sense-1,0.95,hu> w before vowel; hard c > k
195,core_ehn_250,kw::xopan::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,xopan,xopan,xopan,xopan,spring (season),,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,108,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::xopan::sense-3,0.95,identity
196,core_ehn_250,kw::achakalin::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,achakalin,achakalin,achakalin,achakalin,shrimp,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::achakalin::sense-1,0.95,identity
197,core_ehn_250,kw::ahuacacuahuitl::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ahuacacuahuitl,ahuacacuahuitl,awakakuawitl,ahuacacuahuitl,avocado tree,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ahuacacuahuitl::sense-3,0.95,hu> w before vowel; hard c > k
198,core_ehn_250,kw::chilcaxitl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,chilcaxitl,chilcaxitl,chilkaxitl,chilcaxitl,"Molcajete, a traditional Mexican stone tool, equivalent in function to a mortar and pestle, used for grinding food",,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chilcaxitl::sense-1,0.95,hard c > k
199,core_ehn_250,kw::chocolatl::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,chocolatl,chocolatl,chokolatl,chocolatl,chocolate,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chocolatl::sense-3,0.95,hard c > k
200,core_ehn_250,kw::lalaxcuahuitl::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,lalaxcuahuitl,lalaxcuahuitl,lalaxkuawitl,lalaxcuahuitl,orange tree,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::lalaxcuahuitl::sense-2,0.95,hu> w before vowel; hard c > k
201,core_ehn_250,kw::michtlacualli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,michtlacualli,michtlacualli,michtlakualli,michtlacualli,fish (food),,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::michtlacualli::sense-1,0.95,hard c > k
202,core_ehn_250,kw::tlacualiztli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlacualiztli,tlacualiztli,tlakualistli,tlacualiztli,food,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlacualiztli::sense-1,0.95,z > s; hard c > k
203,core_ehn_250,kw::tlacualli::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlacualli,tlacualli,tlakualli,tlacualli,food,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlacualli::sense-3,0.95,hard c > k
204,core_ehn_250,kw::tlaxcalli::4,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlaxcalli,tlaxcalli,tlaxkalli,tlaxcalli,tortilla,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlaxcalli::sense-4,0.95,hard c > k
205,core_ehn_250,kw::huehuecafentzontli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huehuecafentzontli,huehuecafentzontli,wewekafentsontli,huehuecafentzontli,an old coffee tree,,noun,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,107,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehuecafentzontli::sense-1,0.95,hu> w before vowel; z > s; hard c > k
206,core_ehn_250,kw::altepetl::5,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,altepetl,altepetl,altepetl,altepetl,"altepetl, city, town",,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,106,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::altepetl::sense-5,0.95,identity
207,core_ehn_250,kw::icha::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,icha,icha,icha,icha,"his, her, its home",,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,106,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::icha::sense-1,0.95,identity
208,core_ehn_250,kw::coto::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,coto,coto,koto,coto,shirt,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,106,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::coto::sense-1,0.95,hard c > k
209,core_ehn_250,kw::mesa::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,mesa,mesa,mesa,mesa,table,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,106,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mesa::sense-1,0.95,identity
210,core_ehn_250,kw::puerta::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,puerta,puerta,puerta,puerta,door,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,106,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::puerta::sense-1,0.95,identity
211,core_ehn_250,kw::siya::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,siya,siya,siya,siya,chair,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,106,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::siya::sense-1,0.95,identity
212,core_ehn_250,kw::huapalli::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huapalli,huapalli,wapalli,huapalli,table,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,106,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huapalli::sense-2,0.95,hu> w before vowel
213,core_ehn_250,kw::yoyomitl::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,yoyomitl,yoyomitl,yoyomitl,yoyomitl,clothing,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,106,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::yoyomitl::sense-2,0.95,identity
214,core_ehn_250,kw::achtihuiehquetl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,achtihuiehquetl,achtihuiehquetl,achtiwiehketl,achtihuiehquetl,The oldest son or daughter,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,105,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::achtihuiehquetl::sense-1,0.95,hu> w before vowel; qu > k before front vowel
215,core_ehn_250,kw::ixcafentic::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,ixcafentic,ixcafentic,ixkafentik,ixcafentic,"coffee color, brown",,adj,food_water,EHN_colloquial,Eastern Huasteca Nahuatl,105,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ixcafentic::sense-1,0.95,hard c > k
216,core_ehn_250,kw::caltlacatl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,caltlacatl,caltlacatl,kaltlakatl,caltlacatl,person,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,105,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::caltlacatl::sense-1,0.95,hard c > k
217,core_ehn_250,kw::kokoxketl::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,kokoxketl,kokoxketl,kokoxketl,kokoxketl,a sick person,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,105,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::kokoxketl::sense-3,0.95,identity
218,core_ehn_250,kw::tlahtolcuatacani::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlahtolcuatacani,tlahtolcuatacani,tlahtolkuatakani,tlahtolcuatacani,a well-spoken person,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,105,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlahtolcuatacani::sense-1,0.95,hard c > k
219,core_ehn_250,kw::tlapohualiztli::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlapohualiztli,tlapohualiztli,tlapowalistli,tlapohualiztli,lesson,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,105,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlapohualiztli::sense-2,0.95,hu> w before vowel; z > s
220,core_ehn_250,kw::tlayohuilotl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlayohuilotl,tlayohuilotl,tlayowilotl,tlayohuilotl,night,,noun,time_calendar,EHN_colloquial,Eastern Huasteca Nahuatl,105,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlayohuilotl::sense-1,0.95,hu> w before vowel
221,core_ehn_250,kw::hueyinana::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,hueyinana,hueyinana,weyinana,hueyinana,grandmother,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,105,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::hueyinana::sense-1,0.95,hu> w before vowel
222,core_ehn_250,kw::hueyitata::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,hueyitata,hueyitata,weyitata,hueyitata,grandfather,,noun,people_family,EHN_colloquial,Eastern Huasteca Nahuatl,105,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::hueyitata::sense-1,0.95,hu> w before vowel
223,core_ehn_250,kw::cualtitoc::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,cualtitoc,cualtitoc,kualtitok,cualtitoc,"fine, ok",,intj,general,EHN_colloquial,Eastern Huasteca Nahuatl,104,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cualtitoc::sense-1,0.95,hard c > k
224,core_ehn_250,kw::altepetlehquetl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,altepetlehquetl,altepetlehquetl,altepetlehketl,altepetlehquetl,"the inhabitant of an altepetl, town",,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,103,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::altepetlehquetl::sense-1,0.95,qu > k before front vowel
225,core_ehn_250,kw::amacamanalli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,amacamanalli,amacamanalli,amakamanalli,amacamanalli,map,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,103,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::amacamanalli::sense-1,0.95,hard c > k
226,core_ehn_250,kw::amatlahcuilolli::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,amatlahcuilolli,amatlahcuilolli,amatlahkuilolli,amatlahcuilolli,A letter,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,103,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::amatlahcuilolli::sense-2,0.95,hard c > k
227,core_ehn_250,kw::tlaquemitl::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlaquemitl,tlaquemitl,tlakemitl,tlaquemitl,blanket,,noun,home_objects,EHN_colloquial,Eastern Huasteca Nahuatl,103,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlaquemitl::sense-1,0.95,qu > k before front vowel
228,core_ehn_250,kw::azoltic::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,azoltic,azoltic,asoltik,azoltic,blue,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,102,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::azoltic::sense-1,0.95,z > s; hard c > k
229,core_ehn_250,kw::ehquetl::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,ehquetl,ehquetl,ehketl,ehquetl,being,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,102,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ehquetl::sense-1,0.95,qu > k before front vowel
230,core_ehn_250,kw::icelti::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,icelti,icelti,iselti,icelti,alone,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,102,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::icelti::sense-1,0.95,soft c > s
231,core_ehn_250,kw::isocapa::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,isocapa,isocapa,isokapa,isocapa,fast,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,102,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::isocapa::sense-1,0.95,hard c > k
232,core_ehn_250,kw::kawayoh::3,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,kawayoh,kawayoh,kawayoh,kawayoh,beast,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,102,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::kawayoh::sense-3,0.95,identity
233,core_ehn_250,kw::zayoltzi::1,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,zayoltzi,zayoltzi,sayoltsi,zayoltzi,bee,,noun,general,EHN_colloquial,Eastern Huasteca Nahuatl,102,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::zayoltzi::sense-1,0.95,z > s
234,core_ehn_250,kw::zozoltic::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,zozoltic,zozoltic,sosoltik,zozoltic,old (thing),,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,102,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::zozoltic::sense-2,0.95,z > s; hard c > k
235,core_ehn_250,kw::totonic::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,totonic,totonic,totonik,totonic,hot,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,102,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::totonic::sense-1,0.95,hard c > k
236,core_ehn_250,kw::huactoc::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huactoc,huactoc,waktok,huactoc,dry,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,102,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huactoc::sense-1,0.95,hu> w before vowel; hard c > k
237,core_ehn_250,kw::huehue::4,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huehue,huehue,wewe,huehue,old,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,102,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehue::sense-4,0.95,hu> w before vowel
238,core_ehn_250,kw::cecuiliztli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,cecuiliztli,cecuiliztli,sekuilistli,cecuiliztli,the cold,,noun,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,101,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cecuiliztli::sense-1,0.95,soft c > s; z > s; hard c > k
239,core_ehn_250,kw::tlamantli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,tlamantli,tlamantli,tlamantli,tlamantli,thing,,noun,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,101,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tlamantli::sense-1,0.95,identity
240,core_ehn_250,kw::yacatzompilli::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,yacatzompilli,yacatzompilli,yakatsompilli,yacatzompilli,a cold (sickness),,noun,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,101,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::yacatzompilli::sense-1,0.95,z > s; hard c > k
241,core_ehn_250,kw::chichiltik::3,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,chichiltik,chichiltik,chichiltik,chichiltik,red,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chichiltik::sense-3,0.95,identity
242,core_ehn_250,kw::chicahuac::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,chicahuac,chicahuac,chikawak,chicahuac,strong,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chicahuac::sense-2,0.95,hu> w before vowel; hard c > k
243,core_ehn_250,kw::chipahuac::2,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,chipahuac,chipahuac,chipawak,chipahuac,white,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::chipahuac::sense-2,0.95,hu> w before vowel; hard c > k
244,core_ehn_250,kw::iztlacati::2,EHN_attested,approved_core_candidate,safe,safe: general_everyday_candidate,iztlacati,iztlacati,istlakati,iztlacati,to lie,,verb,general,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::iztlacati::sense-2,0.95,z > s; hard c > k
245,core_ehn_250,kw::cualantoc::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,cualantoc,cualantoc,kualantok,cualantoc,angry,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cualantoc::sense-1,0.95,hard c > k
246,core_ehn_250,kw::cuecuetzi::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,cuecuetzi,cuecuetzi,kuekuetsi,cuecuetzi,tiny,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuecuetzi::sense-1,0.95,z > s; hard c > k
247,core_ehn_250,kw::huehcapantic::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huehcapantic,huehcapantic,wehkapantik,huehcapantic,tall,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehcapantic::sense-1,0.95,hu> w before vowel; hard c > k
248,core_ehn_250,kw::huehcatla::1,EHN_attested,approved_core_candidate,safe,safe: core_everyday_domain,huehcatla,huehcatla,wehkatla,huehcatla,deep,,adj,quality_color,EHN_colloquial,Eastern Huasteca Nahuatl,99,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehcatla::sense-1,0.95,hu> w before vowel; hard c > k
