entry_id,headword,part_of_speech,variety,gloss_en,editorial_status,notes_internal
SM::011962,NO,adverb,Classical Nahuatl,,Flagged,"definition_fr=Aussi, de manière que; no ce ou no ço, ou; cuix oti-tlahuan, cuix no ço ou no ce otite-tlahuanti? (Car.), es-tu enivré, ou en as-tu enivré d'autres ? no ce est souvent une négation: atle ma üla m- quim-izcalia in nopilhuan, no ce ütla qualli quimo- machtia, ça can qu-ixcahuia in m-ahuiltia (Car.), je n’élève pas mes fils, aussi ils n’apprennent rien de bon, ils ne songent qu'à jouer; no ye ou yehuatl, lui aussi; amo no n-iaz (Olm.), de manière que je n'irai pas; n0 iuan, et aussi, de même, outre cela; 06 no ou oc no iuan, même, évalement, en outre; no tehuatl, toi aussi, avec ou sans interrogation; no yuh ou yuhqui, de la même manière, ainsi; no iæquich, autant. NO! inter]. Oh! oh! Exclamation qu'emploient les femmes. Les hommes disent yyo. | duplicate_candidate_key=no|adverb|classical nahuatl|"
SM::011975,NO,adverb,Classical Nahuatl,,Flagged,"definition_fr=CUELLE, adv. Une autre fois. Voy. CueL. | duplicate_candidate_key=no|adverb|classical nahuatl|"
SM::017723,NU,unknown,Classical Nahuatl,,Flagged,"definition_fr=— Impression , | duplicate_candidate_key=nu|unknown|classical nahuatl|"
SM::026802,NU,unknown,Classical Nahuatl,,Flagged,"definition_fr=— grasseyer. : nino — se tin, seigneur de Teotihuacan; celte princesse était aussi appelée Quetzalpoztectzin (Aub..). | duplicate_candidate_key=nu|unknown|classical nahuatl|"
SM::012081,OCELOTL,noun,Classical Nahuatl,,Flagged,"definition_fr=Tigre; au fig. guerrier, homme brave; plur. oocelo ou ocelome (Par.). On donnait ce nom au troisième ordre militaire (Clav.). Cal. 1 4° jour du mois (Clav.); ce ocelotl, un tigre, deuxième signe en astrologie judiciaire. | calendar=""1 4° jour du mois (Clav"" | duplicate_candidate_key=ocelotl|noun|classical nahuatl|"
SM::012082,OCELOTL,noun,Classical Nahuatl,,Flagged,definition_fr=L'un des favoris du roi tezeucan Neçahualcoyotl. | duplicate_candidate_key=ocelotl|noun|classical nahuatl|
SM::012229,OME,noun,Classical Nahuatl,,Flagged,"definition_fr=TECUTLI ou TEUCTLI, s. «deux fois sei- gneur». Dieu qui présidait à la naissance des gar- çons (Sah., Bét.). | duplicate_candidate_key=ome|noun|classical nahuatl|"
SM::012233,OME,noun,Classical Nahuatl,,Flagged,"definition_fr=TOCHTLI, s. Compositeur des chants reli- gieux, prêtre qui était à la tête des quatre cents mi- nitla — doubler, tordre, nitla — doubler une nislres consacrés au dieu du vin Tezcatzoncatl (Sah., Clav.). Rév. ome tochtzin. oMic. P. de miqui. | duplicate_candidate_key=ome|noun|classical nahuatl|"
SM::012221,OME,unknown,Classical Nahuatl,,Flagged,"definition_fr=CIUATL, 5. «deux fois femme». Déesse qui présidait à la naissance des filles (Sah., Bét.). | duplicate_candidate_key=ome|unknown|classical nahuatl|"
SM::012231,OME,unknown,Classical Nahuatl,,Flagged,definition_fr=TEUCTLI. Voy. OME TEcuTLI. | duplicate_candidate_key=ome|unknown|classical nahuatl|
SM::003872,OU,unknown,Classical Nahuatl,,Flagged,"definition_fr=OCOÇAUIZ : Plante médicinale ni — devenir jaune, Jaunir; tla-co- çauia, mürir, jaunir, en parlant des moissons. | duplicate_candidate_key=ou|unknown|classical nahuatl|"
SM::004088,OU,unknown,Classical Nahuatl,,Flagged,definition_fr=cocoyame. | duplicate_candidate_key=ou|unknown|classical nahuatl|
SM::005797,OU,unknown,Classical Nahuatl,,Flagged,"definition_fr=OIGNOPILLAUELILOCATIC : # (pour wi) — être ingrat, méconnaitre, oublier un bienfait. R. icnopillaueliloc. | roots=icnopillaueliloc | duplicate_candidate_key=ou|unknown|classical nahuatl|"
SM::026661,OU,unknown,Classical Nahuatl,,Flagged,"definition_fr=OTZETZELIUHTIMANIA, V. n. Pleuvoir, neiger. RR. OTZETZELIUHTIMANCA tzetzeliui, mani. | duplicate_candidate_key=ou|unknown|classical nahuatl|"
SM::012164,OYA,unknown,Classical Nahuatl,,Flagged,"definition_fr=p. 00YAC ou 00% : mitla ou nic — égrener un épi; omic-ox (Car.), je l'ai égrené. | duplicate_candidate_key=oya|unknown|classical nahuatl|"
SM::012165,OYA,unknown,Classical Nahuatl,,Flagged,definition_fr=P. du verbe irrég. vaun. | duplicate_candidate_key=oya|unknown|classical nahuatl|
SM::012590,PA,unknown,Classical Nahuatl,,Flagged,definition_fr=p. OPA : milla — teindre une chose. | duplicate_candidate_key=pa|unknown|classical nahuatl|
SM::012613,PA,unknown,Classical Nahuatl,,Flagged,"definition_fr=syllabe réduplicative dans les fréquentatifs : papaca, laver beaucoup; papanauia, passer souvent, plusieurs fois ; ete. | duplicate_candidate_key=pa|unknown|classical nahuatl|"
SM::012718,PAN,unknown,Classical Nahuatl,,Flagged,"definition_fr=forme avec les possess. no, mo, à, et les suf- fixes à, #, di, ia, tia ou itia, un verbe irrégulier qui signifie convenir, aller bien (Olm.), arriver, avoir lieu du temps de; prés. nopan i, etc.; imparf. nopan ia, lia, itia, taya, tiaya où iiaya; parf. onopan ic, tic, ic, 1x, tx Où itix; plus-que-p. onopan iaca, ilica, tica, ixca, üxca, etc.; futur nopan iz, liz, iliz, iaz, tiaz ou itiaz; impér. ma nopan 1, ti, ii, ia, lia ou ilia; uel nopan tin notilma, mon habit me va bien; nopan 1, conserver sa dignité, son rang ; aocmo nopan i, dégé- nérer,ne pas se tenir à la hauteur de sa position, etc. ; fréq. papan à : huel mopapan à in motlaquen (Par.), tes habits te vont bien; impers. tepan 1, ti, elc.; uel ote- pan ic in tlaqualli, le manger est égal pour tous; tepan tie, c'est arrivé au temps de quelqu'un. | duplicate_candidate_key=pan|unknown|classical nahuatl|"
SM::012740,PAN,unknown,Classical Nahuatl,,Flagged,definition_fr=I. Voy. Pan. | duplicate_candidate_key=pan|unknown|classical nahuatl|
SM::012742,PAN,unknown,Classical Nahuatl,,Flagged,definition_fr=IA. Voy. Pan. | duplicate_candidate_key=pan|unknown|classical nahuatl|
SM::012747,PAN,unknown,Classical Nahuatl,,Flagged,definition_fr=ITI Où PAN ITIA. Voy. Pan. ho. | duplicate_candidate_key=pan|unknown|classical nahuatl|
SM::012771,PAN,unknown,Classical Nahuatl,,Flagged,definition_fr=TI où PAN TIA. Poy. Pan. | duplicate_candidate_key=pan|unknown|classical nahuatl|
SM::008110,PANIA,unknown,Classical Nahuatl,,Flagged,"definition_fr=: no — battre des mains, jouer des casta- gnettes. | duplicate_candidate_key=pania|unknown|classical nahuatl|"
SM::012741,PANIA,unknown,Classical Nahuatl,,Flagged,"definition_fr=p- OPANI : nütla — mettre, jeter du pi- ment ou du miel dans les bouillies, telles que l'atolh, le pinolli, etc. | duplicate_candidate_key=pania|unknown|classical nahuatl|"
SM::013230,PIPINIA,verb,Classical Nahuatl,,Flagged,"definition_fr=P. OPIPINI, V. n. S'humecter, s'impré- gner d'humidité, en parlant d’un objet. | is_verb=True | duplicate_candidate_key=pipinia|verb|classical nahuatl|"
SM::013231,PIPINIA,verb,Classical Nahuatl,,Flagged,"definition_fr=P. OPIPINIAC Ou Opipinix (Olm) : mn — devenir fort, grandir, avancer en âge, ou maigrir, être décharné par l'effet de la vieillesse. | is_verb=True | duplicate_candidate_key=pipinia|verb|classical nahuatl|"
SM::013329,POCHOTL,noun,Classical Nahuatl,,Flagged,"definition_fr=Où PUCHOTL, s. (Bombax ceiba), grand et bel arbre, dont le suc des racines était em- ployé comme fébrifuge (Hern.). I fournit un excellent bois de construction (pochote). Au fig. pochotl si- gnifie : père, mère, chef, gouverneur, protecteur (Olm.); ma ihuicpatzinco tihuian in tlatocacihuapilli, in ma yuhqui pochotl, ahuehuetl, ma itlantzinco tito-cehual- huican (Car.), plaçgons-nous auprès de notre reine, cest un pochotl, un avocatier, mettons-nous à son ombre. Petits boutons qui viennent sur le corps. | duplicate_candidate_key=pochotl|noun|classical nahuatl|"
SM::013330,POCHOTL,noun,Classical Nahuatl,,Flagged,"definition_fr=Fils du roi de Tullan, Tecpancaltzin (Bét.). | duplicate_candidate_key=pochotl|noun|classical nahuatl|"
SM::013410,POLOA,unknown,Classical Nahuatl,,Flagged,"definition_fr=p. 0POLO : nino — se perdre, se détruire. Nite — détruire, anéantir, soumettre, conquérir des gens, perdre quelqu'un. Nitla où nic — perdre, dé- truire, enlever, effacer une chose, dépenser son bien, perdre l'esprit, le jugement; faire de la boue, pé- trir de l'argile; etc.; nic-poloa in teuhthi, enlever la poussière; ipan nic-poloa, payer une dette en en con- tractant une autre. Pass. pololo : ni-pololo (Par.), je suis perdu. | duplicate_candidate_key=poloa|unknown|classical nahuatl|"
SM::013411,POLOA,unknown,Classical Nahuatl,,Flagged,"definition_fr=suflixe qui dans les verbes marque le mépris, l’abaissement : mitla-quapoloa (Olm.), je mange moi misérable ; nino-çauhpoloa (Olm.), mal- heureux, je jeûne ; in aic nic-teputztocapoloa (pour mc- teputzlocac-poloa) in qualli (Par.), je n'ai jamais, mi- sérable, suivi le bien. | duplicate_candidate_key=poloa|unknown|classical nahuatl|"
SM::006936,PR,unknown,Classical Nahuatl,,Flagged,"definition_fr=stetl, imuu. | duplicate_candidate_key=pr|unknown|classical nahuatl|"
SM::007175,PR,unknown,Classical Nahuatl,,Flagged,"definition_fr=yuiyotl, tepeua. | duplicate_candidate_key=pr|unknown|classical nahuatl|"
SM::011010,PR,unknown,Classical Nahuatl,,Flagged,"definition_fr=nematca, itta. | duplicate_candidate_key=pr|unknown|classical nahuatl|"
SM::011045,PR,unknown,Classical Nahuatl,,Flagged,definition_fr=matuma. ea | duplicate_candidate_key=pr|unknown|classical nahuatl|
SM::014259,PR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quauitl, tlapechtli. | duplicate_candidate_key=pr|unknown|classical nahuatl|"
SM::014459,PR,unknown,Classical Nahuatl,,Flagged,"definition_fr=quaitl, xoxalli. | duplicate_candidate_key=pr|unknown|classical nahuatl|"
SM::016174,PR,unknown,Classical Nahuatl,,Flagged,definition_fr=manauia. | duplicate_candidate_key=pr|unknown|classical nahuatl|
SM::021945,PR,unknown,Classical Nahuatl,,Flagged,"definition_fr=mat, mana. | duplicate_candidate_key=pr|unknown|classical nahuatl|"
SM::023253,PR,unknown,Classical Nahuatl,,Flagged,definition_fr=quammiuia. | duplicate_candidate_key=pr|unknown|classical nahuatl|
SM::026395,PR,unknown,Classical Nahuatl,,Flagged,"definition_fr=totolin, tepetl, c. | duplicate_candidate_key=pr|unknown|classical nahuatl|"
SM::027445,PR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wel, tlapepentl. | duplicate_candidate_key=pr|unknown|classical nahuatl|"
SM::013514,QUA,unknown,Classical Nahuatl,,Flagged,"definition_fr=p. OQUA : nie — mordre, manger quel- qu'un. Mila ou mc — manger quelque chose; ça oqui-qua , il n’acheva pas de le manger, il le mangea à peine; notzontecon, nelchiquiuh nic-qua, vivre de son travail; litt. je mange ma tête, ma poitrine; iuian nitla-qua, manger tranquillement, doucement, lente- ment; avec la part. on : nocon-qua in tlaxcalli (Olm.), je mange du pain; ma onitla-quato, oh! si j'étais allé manger; éntla onitla-quato, amo n-apizmiquizquia (Olm.), si j'étais allé manger, je ne mourrais pas de faim; nitla-quaco, je suis venu manger; ni-uallauh inic nitla-quaz, je viens manger; nütla-quatiuh, j'irai manger; fréq. mtlatla-qua, manger souvent, en plu- sieurs endroits différents. Passif qualo : oqualoc in metzth, la lune est éclipsée; oqualoc in tonatiuh, le so- leil est éclipsé ; nitla-qualotiuh, je vais être mangé; tla- qualotiuh, on va manger (Olm.). Impers. Wa-qualloa où tla-qualloua : nitla-qualloa, on donne un repas de noces pour moi; ayoa, tla-qualloa, on fait les noces de quelqu'un; litt. on boit, on mange; avec le verbe ir- rég. mani : tla-qualotimani, tous sont mangeant debout - (Olm.). Rév. qualtia. | duplicate_candidate_key=qua|unknown|classical nahuatl|"
SM::023222,QUA,unknown,Classical Nahuatl,,Flagged,duplicate_candidate_key=qua|unknown|classical nahuatl|
SM::013574,QUACOYONIA,unknown,Classical Nahuatl,,Flagged,"definition_fr=: mile — casser la tête à quelqu'un; au fig. être méchant, hargneux, cruel (Olm.). | duplicate_candidate_key=quacoyonia|unknown|classical nahuatl|"
SM::013583,QUACOYONIA,unknown,Classical Nahuatl,,Flagged,"definition_fr=p. OQUAGOYONI : #ino — se briser, se fendre la tête. Nite — casser la tête de quelqu'un. | duplicate_candidate_key=quacoyonia|unknown|classical nahuatl|"
SM::013641,QUALANI,unknown,Classical Nahuatl,,Flagged,"definition_fr=p. OQUALAN : ni — se fâcher, se mellre en colère; tetech ni-qualani, s'emporter, s'irriter contre quelqu'un; qualani, il est fâché, ou qui est irrité, en colère. Rév. qualanaltia, qualaniltia ou qualanitia (Olm.), | duplicate_candidate_key=qualani|unknown|classical nahuatl|"
SM::013823,QUALANI,unknown,Classical Nahuatl,,Flagged,"definition_fr=Tonner, bruire, en parlant du liquide qui bout; tla-quaqualaca, il tonne. | duplicate_candidate_key=qualani|unknown|classical nahuatl|"
SM::014225,QUAUHTLA,noun,Classical Nahuatl,,Flagged,"definition_fr=Forêt, bois, bocage, désert; quauhtla çacatla, bois, champs, savanes; quauhtla chane où nenqui, sauvage, habitant des bois; quauhtla coyametl ou quauhtla oquichcoyametl, sanglier, porc sauvage; quauhtla n-calaqui, entrer dans un bois touffu; quauhtla mo-chua ou ualeua, sylvestre, sau- mile — vage, qui se passe, qui vient dans les bois. — Ville sur le solfe du Mexique (Clav.). RR. quauitl, tla. | roots=quauitl; tla | duplicate_candidate_key=quauhtla|noun|classical nahuatl|"
SM::028357,QUAUHTLA,noun,Classical Nahuatl,,Flagged,"definition_fr=Verger d'arbres fruitiers. RR. xoch- qualquauitl, tla. | duplicate_candidate_key=quauhtla|noun|classical nahuatl|"
SM::014067,QUAUHYOTL,noun,Classical Nahuatl,,Flagged,"definition_fr=Vaillance, bravoure, haut fait, exploit (Olm.). R. quauhili. | roots=quauhili | duplicate_candidate_key=quauhyotl|noun|classical nahuatl|"
SM::014068,QUAUHYOTL,noun,Classical Nahuatl,,Flagged,"definition_fr=Bois, bälon, tige. En comp. : iquauhyo, son bâton, sa lige; æocomecatl iquauhyo, rafle, sarment, viette (escobajo de uvas). R. quauitl. | roots=quauitl | duplicate_candidate_key=quauhyotl|noun|classical nahuatl|"
SM::000608,QUETZ,unknown,Classical Nahuatl,,Flagged,"definition_fr=: n (pour ni) — marquer les limites d’un pays, d'une ville, etc. RR. altepequaxochtli, quetza. | roots=altepequaxochtli; quetza | duplicate_candidate_key=quetz|unknown|classical nahuatl|"
SM::003631,QUETZ,unknown,Classical Nahuatl,,Flagged,"definition_fr=elC. : fito — se saluer réciproquement, se vi- siter. Vite, nonte où nitla — saluer quelqu'un. | duplicate_candidate_key=quetz|unknown|classical nahuatl|"
SM::006087,QUETZA,unknown,Classical Nahuatl,,Flagged,"definition_fr=: %no — s'orner, se parer, se faire beau, se bien vêtir. | duplicate_candidate_key=quetza|unknown|classical nahuatl|"
SM::014626,QUETZA,unknown,Classical Nahuatl,,Flagged,"definition_fr=Pp. OQUETZ : nino — se lever, s'arrêter, se retenir, ne pas oser, être timide, s'unir, s'ac- coupler, en parlant des animaux, etc.; oc mino- quetza, je m'arrête; ipan nino-quetza, fouler, presser, marcher dessus ; ipam mo-quetza, endiablé, ensor- celé (endemoniado); tepan nino-quetza, se porter caution pour quelqu'un; tepan mo-quetza (Olm.), il est orgueilleux, altier, dédaigneux ; oncan mno- quelza, donner caution; oc ceppa nino-quetza, se lever de nouveau; mo-quetza sanciome ic intonal, calen- drier, liste des saints; cen itech mino-quet:a, con- tinuer, poursuivre sans relâche, achever une chose; nouic où nouicpa æimo-quetza (Olm.), viens à moi, aide-moi; tetloc, tetlocpa, teuic, teuicpa où teuan nino-quetza, se ranger du parti de quelqu'un, le favoriser, le soutenir; teuan nino-quetza, se lever avec quelqu'un; tetzalan ou tenepanila nino-quet:a, intervenir, mettre la paix parmi ceux qui se que- rellent; mir mo-quet:a, être prudent, avisé, se tenir sur ses gardes; 2 nino-quetza, avoir bonne opinion de soi, s’estimer meilleur que les autres. Mite ou nic — retenir, arrêter quelqu'un, s’accoupler, en par- lant des animaux ; à nite-quixtia, surpasser quel- qu'un; teixpan nite-quetza, pendre quelqu'un (em- picotar); teixpan niquin-quetza, publier les bans de mariage; tequauic nite-quelza, jeter, précipiter quelqu'un la tête en bas. Nitla ou mc — dresser, mettre droit, dire, raconter des fables, transplanter des arbustes, etc.; fetech nic-quetza, rejeter la faute sur autrui; oncan mitz-quetz in Totecuiyo, tant mieux; litt. là, Notre-Seigneur s’est élevé contre toi; ocotl, tlauilli teixpan qui-quetza, 1 donne le bon exemple; tla-quetza, À conte ou qui conte des fables. Pass. que- tzalo, teixpan quet:alo, p. oteixpan quetzaloque, avoir fait faire ses bans de mariage; noyoca m-quetzalo, être malheureux, délaissé, mis à l'écart. Quetza se joint aux autres verbes au moyen de tmo : tlaneztimo- quetza (Par.), tout devient clair. | duplicate_candidate_key=quetza|unknown|classical nahuatl|"
SM::002838,QUI,adjective (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Engourdi, paralysé, endormi. R. cepoa. | roots=cepoa | duplicate_candidate_key=qui|adjective verbalderived|classical nahuatl|"
SM::009709,QUI,adjective (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Amendé, converti, corrigé, qui a changé de manière de vivre. R. nemilizcuepa. | roots=nemilizcuepa | duplicate_candidate_key=qui|adjective verbalderived|classical nahuatl|"
SM::014463,QUI,adjective (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Chauve, qui a le front découvert; mi- quaxoxomolacqui, je suis chauve, etc. R. quaxoxo- moliui. | roots=quaxoxo | duplicate_candidate_key=qui|adjective verbalderived|classical nahuatl|"
SM::024544,QUI,adjective (verbal/derived),Classical Nahuatl,,Flagged,definition_fr=Dessinateur. R. tälhuauana. | duplicate_candidate_key=qui|adjective verbalderived|classical nahuatl|
SM::025096,QUI,adjective (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Découvert, sans toiture. R. tzontlapoa. | roots=tzontlapoa | duplicate_candidate_key=qui|adjective verbalderived|classical nahuatl|"
SM::001889,QUI,noun (verbal/derived),Classical Nahuatl,,Flagged,definition_fr=Celui qui imite le cacao. R. cacauachi- nn — Contrefaçon. chiua. | roots=cacauachi | duplicate_candidate_key=qui|noun verbalderived|classical nahuatl|
SM::009462,QUI,noun (verbal/derived),Classical Nahuatl,,Flagged,definition_fr=Celui qui se vante. R. chachamaua. | roots=chachamaua | duplicate_candidate_key=qui|noun verbalderived|classical nahuatl|
SM::009997,QUI,noun (verbal/derived),Classical Nahuatl,,Flagged,definition_fr=Celui qui afferme le verger d’un autre. R. æochiqualmillaneuia. | duplicate_candidate_key=qui|noun verbalderived|classical nahuatl|
SM::015167,QUI,noun (verbal/derived),Classical Nahuatl,,Flagged,definition_fr=Celui qui démanche la mâchoire de quel- qu'un. R. camatzayana. | roots=camatzayana | duplicate_candidate_key=qui|noun verbalderived|classical nahuatl|
SM::015682,QUI,noun (verbal/derived),Classical Nahuatl,,Flagged,definition_fr=Celui qui donne un coup sur le nez de v. Action d'arrêter quelqu'un. R. yacatzotzona. | roots=yacatzotzona | duplicate_candidate_key=qui|noun verbalderived|classical nahuatl|
SM::016660,QUI,noun (verbal/derived),Classical Nahuatl,,Flagged,definition_fr=et s. v. Baveux. R. tenqualacquica. | roots=tenqualacquica | duplicate_candidate_key=qui|noun verbalderived|classical nahuatl|
SM::024636,QUI,noun (verbal/derived),Classical Nahuatl,,Flagged,definition_fr=Celui qui appelle pour qu'on travaille le mais qui vient de naïître. Plur. tlatoctlalhuianime ou tlatoctlalhuique. R. toctlalhuia. | roots=toctlalhuia | duplicate_candidate_key=qui|noun verbalderived|classical nahuatl|
SM::024914,QUI,noun (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Colleur, qui colle. R. tzacuuapaua. | roots=tzacuuapaua | duplicate_candidate_key=qui|noun verbalderived|classical nahuatl|"
SM::000116,QUI,unknown,Classical Nahuatl,,Flagged,"definition_fr=5. y. Suceur de plantes aromatiques. R. acayye- chichina. Sucement, | roots=acayye | duplicate_candidate_key=qui|unknown|classical nahuatl|"
SM::006155,QUI,unknown,Classical Nahuatl,,Flagged,"definition_fr=: nitla — prêter attention, écouter une chose. | duplicate_candidate_key=qui|unknown|classical nahuatl|"
SM::013336,QUI,unknown,Classical Nahuatl,,Flagged,definition_fr=5. v.. Celui qui prend à ferme ou perçoit les impôts. R. pochtecatequiti. | roots=pochtecatequiti | duplicate_candidate_key=qui|unknown|classical nahuatl|
SM::014700,QUI,unknown,Classical Nahuatl,,Flagged,"definition_fr=Voy. G, Qu, Qui, etc. | duplicate_candidate_key=qui|unknown|classical nahuatl|"
SM::014701,QUI,unknown,Classical Nahuatl,,Flagged,"definition_fr=terminaison quelquefois employée au pré- térit pour les trois personnes du sing. : onüla-pouh- qui, Jai compté; otitla-pouhqu, tu as compté; etc. qui, désinence des verbes signifiant venir et ser- vant pour l'impératif et pour les temps du subjonctif et de l'optatif : ma æitla-poaqui, viens lire; etc. | duplicate_candidate_key=qui|unknown|classical nahuatl|"
SM::004548,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Tanneur, corroyeur. R. cuetlaxuauana. | roots=cuetlaxuauana | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::005698,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Espion, curieux qui observe, examine en cachette ce qui se passe. R. ichtacatlachia. | roots=ichtacatlachia | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::009724,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Celui qui fait une chose volontairement, ou qui court à sa perte. R. nomauia. | roots=nomauia | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::015242,QUI,verb,Classical Nahuatl,,Flagged,definition_fr=5. v. Flatteur. R. chachamaua. | roots=chachamaua | duplicate_candidate_key=qui|verb|classical nahuatl|
SM::015545,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Celui qui fait évanouir quelqu'un. R. cue- nitla — frapper, cuetlaxoa. | roots=cue | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::016128,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Celui qui est intéressé dans ses actions, qui TEMACHTICA- aide à condition d’être aidé à son tour. R. macoa. | roots=macoa | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::017101,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Hérétique, mécréant. R. teotlatolcuepa. | roots=teotlatolcuepa | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::017467,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Celui qui noie, enfonce quelqu'un sous l’eau; plur. tepolactianime ou tepolactique. R. polactia. | roots=polactia | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::017863,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Celui qui rompt, casse la tête de quel- qu'un. R. quatepitainia. | roots=quatepitainia | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::018672,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Sorcier, magicien, enchanteur, qui jette des sorts sur quelqu'un. R. manilia. | roots=manilia | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::019157,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Verrier, vitrier, qui fait des vases en verre. Rond, sphérique, | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::020320,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Celui qui dépouille, qui enlève la poitrine d’une volaille. R. ciciyotcaana. | roots=ciciyotcaana | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::021651,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Arpenteur, géomètre. R. daltamachiua. | roots=daltamachiua | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::023392,QUI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Celui qui coupe, cueille (des fruits, des fleurs, etc.). R. quechcotona. | roots=quechcotona | duplicate_candidate_key=qui|verb|classical nahuatl|"
SM::023854,QUI,verb,Classical Nahuatl,,Flagged,definition_fr=5. v. Celui qui tord fortement une chose sur la cuisse. R. tetzilmalina. | roots=tetzilmalina | duplicate_candidate_key=qui|verb|classical nahuatl|
SM::024006,QUI,verb,Classical Nahuatl,,Flagged,definition_fr=5. v. Reconnaissant. Plur. tlatlaçocamatinime ou tlatlaçocamatque. R. dlaçocamatr. | roots=dlaçocamatr | duplicate_candidate_key=qui|verb|classical nahuatl|
SM::009500,QUIANI,verb,Classical Nahuatl,,Flagged,definition_fr=5. v. Celui qui feint de dormir. R. cochca- tlapiquia. | roots=cochca | duplicate_candidate_key=quiani|verb|classical nahuatl|
SM::023823,QUIANI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Celui qui saisit, presse, serre forte- ment une chose. R. teteuhquitzquia. | roots=teteuhquitzquia | duplicate_candidate_key=quiani|verb|classical nahuatl|"
SM::011066,QUILIZTLI,noun (verbal/derived),Classical Nahuatl,,Flagged,definition_fr=Feinte de celui qui fait le mort. R. miccanequi. | roots=miccanequi | duplicate_candidate_key=quiliztli|noun verbalderived|classical nahuatl|
SM::016535,QUILIZTLI,noun (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Conduite, manière de vivre calquée sur celle d'autrui. R. nemiliztoca. | roots=nemiliztoca | duplicate_candidate_key=quiliztli|noun verbalderived|classical nahuatl|"
SM::018804,QUILIZTLI,noun (verbal/derived),Classical Nahuatl,,Flagged,"definition_fr=Accueil, consentement, approba- tion, etc. R. uelcaquilia. | roots=uelcaquilia | duplicate_candidate_key=quiliztli|noun verbalderived|classical nahuatl|"
SM::010859,QUILIZTLI,verb,Classical Nahuatl,,Flagged,"definition_fr=.s. v. Pleurs, gémissement. RR. :xayotl, patzca. | duplicate_candidate_key=quiliztli|verb|classical nahuatl|"
SM::023264,QUILIZTLI,verb,Classical Nahuatl,,Flagged,"definition_fr=5. v. Foudre, coup de tonnerre. R. qua- qualaca. | roots=qua | duplicate_candidate_key=quiliztli|verb|classical nahuatl|"
SM::000138,QUIXTI,unknown,Classical Nahuatl,,Flagged,"definition_fr=: À (pour ni) — mettre un navire à sec. RR. acalli, Ulaluacqui, quixtia. | duplicate_candidate_key=quixti|unknown|classical nahuatl|"
SM::002273,QUIXTI,unknown,Classical Nahuatl,,Flagged,"definition_fr=: mi — Ôter la selle à un cheval. RR. cauallo, silla, quixtia. *CAUALLOTEMAMALPEPECHTOMA ; P+ OCAUAL- | roots=cauallo; silla; quixtia | duplicate_candidate_key=quixti|unknown|classical nahuatl|"
SM::001427,RE,unknown,Classical Nahuatl,,Flagged,definition_fr=a priv. Wlatlaçocamatiliztli. | duplicate_candidate_key=re|unknown|classical nahuatl|
SM::001634,RE,unknown,Classical Nahuatl,,Flagged,"definition_fr=auiliu, ueue. | duplicate_candidate_key=re|unknown|classical nahuatl|"
SM::003724,RE,unknown,Classical Nahuatl,,Flagged,"definition_fr=ciuatl, icheatl. | duplicate_candidate_key=re|unknown|classical nahuatl|"
SM::006774,RE,unknown,Classical Nahuatl,,Flagged,"definition_fr=yolmoyaua, nemi. | duplicate_candidate_key=re|unknown|classical nahuatl|"
SM::017726,RE,unknown,Classical Nahuatl,,Flagged,"definition_fr=tepuzthi, coua. | duplicate_candidate_key=re|unknown|classical nahuatl|"
SM::002486,RER,unknown,Classical Nahuatl,,Flagged,duplicate_candidate_key=rer|unknown|classical nahuatl|
