entry_id,headword,part_of_speech,variety,gloss_en,editorial_status,notes_internal
SM::025972,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=thlh, uauana. | roots=thlh; uauana | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026014,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=togan, cuitlaxcolh. | roots=togan; cuitlaxcolh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026019,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tocal, peyotl. | roots=tocal; peyotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026028,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tocail, tlaxuiztli. | roots=tocail; tlaxuiztli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026041,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tochth, 1ciui. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026057,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tochtli, tapaçolh. | roots=tochtli; tapaçolh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026064,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tochtli, tlan. | roots=tochtli; tlan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026121,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tollin, nauac. | roots=tollin; nauac | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026133,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tollin, patlacth. | roots=tollin; patlacth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026143,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tollin, teca. | roots=tollin; teca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026147,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=toltecatl, tlatquil. | roots=toltecatl; tlatquil | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026152,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tollin, tepetl, c. | roots=tollin; tepetl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026154,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tollin, tlan. | roots=tollin; tlan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026164,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tomaua, yan. | roots=tomaua; yan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026187,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=... (?), quetza. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026189,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=...(?), eua. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026203,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tonacayotl, tlalli, pan. | roots=tonacayotl; tlalli; pan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026206,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tona, yan. | roots=tona; yan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026211,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tonalli, centh. | roots=tonalli; centh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026227,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tonall, tlan. | roots=tonall; tlan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026230,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tonallan, tlamachta. | roots=tonallan; tlamachta | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026243,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tonalli, poa. | roots=tonalli; poa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026248,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tonalli, quauhuatza. | roots=tonalli; quauhuatza | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026291,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=topan, temo. | roots=topan; temo | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026296,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=topilli, chicolli. | roots=topilli; chicolli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026317,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tocthi, izuatl. | roots=tocthi; izuatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026319,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=toquizuatl, uacqui. | roots=toquizuatl; uacqui | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026338,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=totoca, 1cac. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026359,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=totolin, ayotl. | roots=totolin; ayotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026361,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=totolatl, pan. | roots=totolatl; pan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026366,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=...(?), nemu. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026371,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=totolin, eltzotzolh. | roots=totolin; eltzotzolh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026373,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=totolin, eualha. | roots=totolin; eualha | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026393,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=totolin, tepancalli. | roots=totolin; tepancalli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026413,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tototl, miquihzth. | roots=tototl; miquihzth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026453,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tototl, panitl. | roots=tototl; panitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026477,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tototl, tlan. | roots=tototl; tlan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026482,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tototl, tlaqualtecomatl. | roots=tototl; tlaqualtecomatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026503,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=toxoma, nemu. : nino — s'écorcher en se | roots=toxoma; nemu | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026506,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tozcail, chachaliu. | roots=tozcail; chachaliu | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026512,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tozcatl, cozth. | roots=tozcatl; cozth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026514,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tozcatl, cuitlail. | roots=tozcatl; cuitlail | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026518,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tozcatl, yectia. | roots=tozcatl; yectia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026528,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tozcatl, neneuilia. | roots=tozcatl; neneuilia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026541,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=toztli, palli, atl. | roots=toztli; palli; atl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026548,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tozquitl, coyotl. | roots=tozquitl; coyotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026599,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzapoquauitl, tla. | roots=tzapoquauitl; tla | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026612,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzatzacuilia, mani. | roots=tzatzacuilia; mani | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026649,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tratzizth, ca. | roots=tratzizth; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026692,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzilacatl (?), ayotli. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026719,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzinacan, tepetl, c. | roots=tzinacan; tepetl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026727,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tainthi, chocholh. | roots=tainthi; chocholh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026736,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzintli, yauh. | roots=tzintli; yauh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026743,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzintli, petlaua. | roots=tzintli; petlaua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026747,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzinquauhyotl, tlaça. | roots=tzinquauhyotl; tlaça | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026754,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzinthi, quixtia. | roots=tzinthi; quixtia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026775,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tainth, tlanthi. | roots=tainth; tlanthi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026781,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzinthi, toca. | roots=tzinthi; toca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026788,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzioactli, coatl. | roots=tzioactli; coatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026798,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzipul, tlatoa. | roots=tzipul; tlatoa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026834,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzitzitl, quil. | roots=tzitzitl; quil | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026847,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=œiuitl (?), quil. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026861,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzotl, cuitlatl. | roots=tzotl; cuitlatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026872,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzoyotia, ca. | roots=tzoyotia; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026885,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzomocoa, chiua. | roots=tzomocoa; chiua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026899,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr={zompantli, tlan. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026932,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=1zonyotia , ca. : nie — donner à | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026944,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzontli, quaitl. | roots=tzontli; quaitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026953,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzonth, tatapachth. : | roots=tzonth; tatapachth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026961,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzontecomatl, cocolh. | roots=tzontecomatl; cocolh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::026967,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzontecomatl, tetecuica. | roots=tzontecomatl; tetecuica | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027001,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzontlaça, uitzo, nemi. | roots=tzontlaça; uitzo; nemi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027007,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzontli, tollin. | roots=tzontli; tollin | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027025,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=t&otl, petztia. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027063,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=tzotzomatli, tetequi. | roots=tzotzomatli; tetequi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027119,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uan, yoli. | roots=uan; yoli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027133,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ual, cu. | roots=ual; cu | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027140,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ual, iça. | roots=ual; iça | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027158,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uallaliztli, huit. | roots=uallaliztli; huit | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027163,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ual, tlamayauhth. | roots=ual; tlamayauhth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027170,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ual, aquia. | roots=ual; aquia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027177,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uallauh, tlaça. | roots=uallauh; tlaça | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027187,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wal, piloa. | roots=wal; piloa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027224,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ual, tzaqua. | roots=ual; tzaqua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027241,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wapalcalli, quatl. | roots=wapalcalli; quatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027285,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uauhth, atolh. | roots=uauhth; atolh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027421,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uel, ittihia. | roots=uel; ittihia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027436,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uel, mati. | roots=uel; mati | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027441,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uel, tlapepenalli. | roots=uel; tlapepenalli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027443,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uel, tlapepenani. | roots=uel; tlapepenani | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027449,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wel, tlatoa. | roots=wel; tlatoa | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027478,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=went, chua. | roots=went; chua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027485,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uepantli, mecatl. : nüla — faire une | roots=uepantli; mecatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027518,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uetzquizili, tomaua. | roots=uetzquizili; tomaua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027524,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uetzi, onoc. | roots=uetzi; onoc | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027531,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ueuecauh, ca. | roots=ueuecauh; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027548,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ueueil, teca. | roots=ueueil; teca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027551,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ueueti, yan. | roots=ueueti; yan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027562,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=ueuetl, tzaqua. | roots=ueuetl; tzaqua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027615,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wcini, eua. | roots=wcini; eua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027617,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wicini, quiça. | roots=wicini; quiça | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027630,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wica, nemi. | roots=wica; nemi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027633,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wicth, ca. | roots=wicth; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027653,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wilana, quixtia. | roots=wilana; quixtia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027667,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wino, teca. * UINOTECAC, 5. Y. Échanson, celui qui verse du vin. R. winoteca. *UINOXAYOTL, s.v. Marc, dépôt, lie de vin. | roots=winoteca; wino; teca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027668,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wino, æayotl. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027671,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wipana, teca. | roots=wipana; teca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027673,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wipilli, coll. | roots=wipilli; coll | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027699,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=witoliui, nepaniui. | roots=witoliui; nepaniui | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027713,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=witzth, call, co. | roots=witzth; call; co | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027719,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=witzthi, ehecatl. | roots=witzthi; ehecatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027724,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=witzilin, aztatl. | roots=witzilin; aztatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027729,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=witzilin, tlan. | roots=witzilin; tlan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027736,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=witzitziin, epyolloth. | roots=witzitziin; epyolloth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027759,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=wiüzocth, ca. | roots=wiüzocth; ca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027766,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=witztli, quetza. | roots=witztli; quetza | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027773,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=uwitztli, tecolotl, æochutl. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027849,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=œayocuilatl, tlaça. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027851,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=æayocuitlatl, tlalia. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027856,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xalli, apan. | roots=xalli; apan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027863,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xall, tla. | roots=xall; tla | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027865,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=all, tlalh. | roots=all; tlalh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027871,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xalli, michin. | roots=xalli; michin | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027882,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=æaltetl, tla. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027889,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xalli, tomatl. | roots=xalli; tomatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027895,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=æamütl, acalli. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027916,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xamitl, teca. | roots=xamitl; teca | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027922,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xapotla, tlalia. | roots=xapotla; tlalia | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027930,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=œauac, topilh. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027934,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=œaualhi, quil. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027963,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xeliuhca, qua. | roots=xeliuhca; qua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::027986,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xicoa, caua. | roots=xicoa; caua | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028002,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=æicocuitlaocotl, chua. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028009,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xicocuitlatl, ocotl. | roots=xicocuitlatl; ocotl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028021,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=æicoa, tlaça. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028063,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xinachth, tlatlacolh. | roots=xinachth; tlatlacolh | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028074,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xiotl, michan. | roots=xiotl; michan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028092,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xipintli, quaeuayotl, tequi. | roots=xipintli; quaeuayotl; tequi | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028128,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=œil, tomatl. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028149,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=œuitl, calli, co. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028158,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=œiuul, chimall. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028160,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xiuitl, coatl. | roots=xiuitl; coatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028162,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=æœiuitl, cocolin(?). | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028172,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=æœiuitl, matlalin, itzth. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028176,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=iuitl, nenetl. | roots=iuitl; nenetl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028185,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=œiuitl, quilitl. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028188,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=œiuul, tecuth. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028200,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=œiuitl, ilpia. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028204,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=œiuitl, poa, amatl. | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028215,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=iuitl, totonqui. | roots=iuitl; totonqui | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028276,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xochiayotl, cacauatl. | roots=xochiayotl; cacauatl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028301,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xochitl, hutl. | roots=xochitl; hutl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028315,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xochitl, malli, co. | roots=xochitl; malli; co | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028331,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xochitl, paina. | roots=xochitl; paina | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028334,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xochipall, centli. | roots=xochipall; centli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028380,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xochitl, la. | roots=xochitl; la | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028382,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xochitl, tlalli, pan. | roots=xochitl; tlalli; pan | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028390,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xochitl, tonalli. | roots=xochitl; tonalli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028415,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xotl, cocototzaui. | roots=xotl; cocototzaui | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028421,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xocotl, icitl. | roots=xocotl; icitl | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028437,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xocomecatl, yacatzonth. | roots=xocomecatl; yacatzonth | duplicate_candidate_key=rr|unknown|classical nahuatl|"
SM::028475,RR,unknown,Classical Nahuatl,,Flagged,"definition_fr=xocotl, tamalli. | roots=xocotl; tamalli | duplicate_candidate_key=rr|unknown|classical nahuatl|"
