priority_id,headword,gloss_en,part_of_speech,first_lesson_number,lesson_frequency,occurrence_count,linked_entry_count,avg_confidence,lessons_json
FCN-VP-00324,quimatiz,,,7,1,1,0,0.4,[7]
FCN-VP-00325,quitehtequi,,,7,1,1,0,0.4,[7]
FCN-VP-00326,quitzoyōnia,,,7,1,1,0,0.4,[7]
FCN-VP-00327,tlahcōtona,,,7,1,1,0,0.4,[7]
FCN-VP-00328,tlapoyauhcan,,,7,1,1,0,0.4,[7]
FCN-VP-00329,tlayo,,,7,1,1,0,0.4,[7]
FCN-VP-00330,īcafen,,,7,1,1,0,0.4,[7]
FCN-VP-00331,children,,,8,1,1,0,0.4,[8]
FCN-VP-00332,hua,,,8,1,1,0,0.4,[8]
FCN-VP-00333,hurts,,,8,1,1,0,0.4,[8]
FCN-VP-00334,momāquilih,,,8,1,1,0,0.4,[8]
FCN-VP-00335,noconēhuan,,,8,1,1,0,0.4,[8]
FCN-VP-00336,nopitzohuan,,,8,1,1,0,0.4,[8]
FCN-VP-00337,quicuāh,,,8,1,1,0,0.4,[8]
FCN-VP-00338,ticcui,,,8,1,1,0,0.4,[8]
FCN-VP-00339,titlacuāh,,,8,1,1,0,0.4,[8]
FCN-VP-00340,toquechcuayo,,,8,1,1,0,0.4,[8]
FCN-VP-00341,totlācayo,,,8,1,1,0,0.4,[8]
FCN-VP-00342,yohuih,,,8,1,1,0,0.4,[8]
FCN-VP-00343,īicxi,,,8,1,1,0,0.4,[8]
FCN-VP-00344,īixco,,,8,1,1,0,0.4,[8]
FCN-VP-00345,ininchochohuan,,,9,1,1,0,0.4,[9]
FCN-VP-00346,ininicnihuan,,,9,1,1,0,0.4,[9]
FCN-VP-00347,ininmachicnihuan,,,9,1,1,0,0.4,[9]
FCN-VP-00348,inintlayihuan,,,9,1,1,0,0.4,[9]
FCN-VP-00349,inmochochohuan,,,9,1,1,0,0.4,[9]
FCN-VP-00350,inmoicnihuan,,,9,1,1,0,0.4,[9]
FCN-VP-00351,inmomachicnihuan,,,9,1,1,0,0.4,[9]
FCN-VP-00352,inmotlayihuan,,,9,1,1,0,0.4,[9]
FCN-VP-00353,mochocho,,,9,1,1,0,0.4,[9]
FCN-VP-00354,mochochohuan,,,9,1,1,0,0.4,[9]
FCN-VP-00355,moicnihuan,,,9,1,1,0,0.4,[9]
FCN-VP-00356,momachicniuh,,,9,1,1,0,0.4,[9]
FCN-VP-00357,momimihuan,,,9,1,1,0,0.4,[9]
FCN-VP-00358,mopipihuan,,,9,1,1,0,0.4,[9]
FCN-VP-00359,motatahhuan,,,9,1,1,0,0.4,[9]
FCN-VP-00360,mototatahhuan,,,9,1,1,0,0.4,[9]
FCN-VP-00361,quipiyah,,,9,1,1,0,0.4,[9]
FCN-VP-00362,quēniuhquin,,,9,1,1,0,0.4,[9]
FCN-VP-00363,search,,,9,1,1,0,0.4,[9]
FCN-VP-00364,tochochohuan,,,9,1,1,0,0.4,[9]
FCN-VP-00365,toicnihuan,,,9,1,1,0,0.4,[9]
FCN-VP-00366,tomachicnihuan,,,9,1,1,0,0.4,[9]
FCN-VP-00367,īicniuh,,,9,1,1,0,0.4,[9]
FCN-VP-00368,īmachicniuh,,,9,1,1,0,0.4,[9]
FCN-VP-00369,chocoxtic,,,10,1,1,0,0.4,[10]
FCN-VP-00370,echcapantzin,,,10,1,1,0,0.4,[10]
FCN-VP-00371,huehueyac,long.,adj,10,1,1,1,0.9,[10]
FCN-VP-00372,motlachiyaliz,,,10,1,1,0,0.4,[10]
FCN-VP-00373,niechcapantzin,,,10,1,1,0,0.4,[10]
FCN-VP-00374,nihuahcapantic,,,10,1,1,0,0.4,[10]
FCN-VP-00375,nitomāhuac,,,10,1,1,0,0.4,[10]
FCN-VP-00376,noīxnēzca,,,10,1,1,0,0.4,[10]
FCN-VP-00377,noīxtiyōl,,,10,1,1,0,0.4,[10]
FCN-VP-00378,totlachiyaliz,,,10,1,1,0,0.4,[10]
FCN-VP-00379,tzoncal,,,10,1,1,0,0.4,[10]
FCN-VP-00380,xiquiihtoa,,,10,1,1,0,0.4,[10]
FCN-VP-00381,xochitl,flower,noun,10,1,1,1,0.9,[10]
FCN-VP-00382,xochitl’s,,,10,1,1,0,0.4,[10]
FCN-VP-00383,yancuīc,,,10,1,1,0,0.4,[10]
FCN-VP-00384,yayahuīc,,,10,1,1,0,0.4,[10]
FCN-VP-00385,ītlachiyaliz,,,10,1,1,0,0.4,[10]
FCN-VP-00386,ītzoncal,,,10,1,1,0,0.4,[10]
FCN-VP-00387,īxtiyol,,,10,1,1,0,0.4,[10]
FCN-VP-00388,īxtiyōl,,,10,1,1,0,0.4,[10]
FCN-VP-00389,īīxtiyōl,,,10,1,1,0,0.4,[10]
FCN-VP-00390,inquichīhuah,,,11,1,1,0,0.4,[11]
FCN-VP-00391,motlahpaloah,,,11,1,1,0,0.4,[11]
FCN-VP-00392,nicnequi,,,11,1,1,0,0.4,[11]
FCN-VP-00393,nihueliz,,,11,1,1,0,0.4,[11]
FCN-VP-00394,nimociahcahua,,,11,1,1,0,0.4,[11]
FCN-VP-00395,niquittati,,,11,1,1,0,0.4,[11]
FCN-VP-00396,niquittaz,,,11,1,1,0,0.4,[11]
FCN-VP-00397,niyōhua,,,11,1,1,0,0.4,[11]
FCN-VP-00398,noichpōcauh,,,11,1,1,0,0.4,[11]
FCN-VP-00399,quihtoa,,,11,1,1,0,0.4,[11]
FCN-VP-00400,quiillia,,,11,1,1,0,0.4,[11]
FCN-VP-00401,quināhuatihtēhua,,,11,1,1,0,0.4,[11]
FCN-VP-00402,ticchīhuaz,,,11,1,1,0,0.4,[11]
FCN-VP-00403,timociahcāhua,,,11,1,1,0,0.4,[11]
FCN-VP-00404,tinēchpalehuia,,,11,1,1,0,0.4,[11]
FCN-VP-00405,titlahtzomah,,,11,1,1,0,0.4,[11]
FCN-VP-00406,titlanānquilia,,,11,1,1,0,0.4,[11]
FCN-VP-00407,tlahtlanliztli,,,11,1,1,0,0.4,[11]
FCN-VP-00408,tlanānquilia,,,11,1,1,0,0.4,[11]
FCN-VP-00409,tēnāhuatihtēhua,,,11,1,1,0,0.4,[11]
FCN-VP-00410,ācahya,,,11,1,1,0,0.4,[11]
FCN-VP-00411,ahāhuitiliztli,,,12,1,1,0,0.4,[12]
FCN-VP-00412,ichocho,,,12,1,1,0,0.4,[12]
FCN-VP-00413,intequitizceh,,,12,1,1,0,0.4,[12]
FCN-VP-00414,ixcacuatitlan,,,12,1,1,0,0.4,[12]
FCN-VP-00415,mihtōtiz,,,12,1,1,0,0.4,[12]
FCN-VP-00416,motlaloz,,,12,1,1,0,0.4,[12]
FCN-VP-00417,māltizceh,,,12,1,1,0,0.4,[12]
FCN-VP-00418,nimopatlaz,,,12,1,1,0,0.4,[12]
FCN-VP-00419,nimēhuaz,,,12,1,1,0,0.4,[12]
FCN-VP-00420,nitlacuāz,,,12,1,1,0,0.4,[12]
FCN-VP-00421,tequitizceh,,,12,1,1,0,0.4,[12]
FCN-VP-00422,timotlalozceh,,,12,1,1,0,0.4,[12]
FCN-VP-00423,titequitiz,,,12,1,1,0,0.4,[12]
FCN-VP-00424,titequitizceh,,,12,1,1,0,0.4,[12]
FCN-VP-00425,tiyāzceh,,,12,1,1,0,0.4,[12]
FCN-VP-00426,tlachpanāzceh,,,12,1,1,0,0.4,[12]
FCN-VP-00427,tlahtolāamitl,,,12,1,1,0,0.4,[12]
FCN-VP-00428,ahachica,,,13,1,1,0,0.4,[13]
FCN-VP-00429,cacalicān,,,13,1,1,0,0.4,[13]
FCN-VP-00430,check,,,13,1,1,0,0.4,[13]
FCN-VP-00431,child,,,13,1,1,0,0.4,[13]
FCN-VP-00432,inihhuantin,,,13,1,1,0,0.4,[13]
FCN-VP-00433,inmoconēuh,,,13,1,1,0,0.4,[13]
FCN-VP-00434,inmohuantin,,,13,1,1,0,0.4,[13]
FCN-VP-00435,inquimāquiliah,,,13,1,1,0,0.4,[13]
FCN-VP-00436,mitz,,,13,1,1,0,0.4,[13]
FCN-VP-00437,nech,,,13,1,1,0,0.4,[13]
FCN-VP-00438,nēchmācah,,,13,1,1,0,0.4,[13]
FCN-VP-00439,quin,,,13,1,1,0,0.4,[13]
FCN-VP-00440,quitequih,,,13,1,1,0,0.4,[13]
FCN-VP-00441,tech,,,13,1,1,0,0.4,[13]
FCN-VP-00442,ticōnih,,,13,1,1,0,0.4,[13]
FCN-VP-00443,timītzittah,,,13,1,1,0,0.4,[13]
FCN-VP-00444,titlamih,,,13,1,1,0,0.4,[13]
FCN-VP-00445,tiyāuh,,,13,1,1,0,0.4,[13]
FCN-VP-00446,tēchmāca,,,13,1,1,0,0.4,[13]
FCN-VP-00447,īmacheteh,,,13,1,1,0,0.4,[13]
FCN-VP-00448,īmorral,,,13,1,1,0,0.4,[13]
FCN-VP-00449,ītzonecahuil,,,13,1,1,0,0.4,[13]
FCN-VP-00450,īāuh,,,13,1,1,0,0.4,[13]
FCN-VP-00451,-queh,Used to form the plural of absolutive noun forms.,suffix,15,1,1,1,0.9,[15]
FCN-VP-00452,huelqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00453,huelqui,,,15,1,1,0,0.4,[15]
FCN-VP-00454,innehnenqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00455,inquiahcoucqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00456,inquicōuhqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00457,inquihuelqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00458,inquipixqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00459,inquitecqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00460,inquitōcqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00461,inquīzqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00462,intizqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00463,nehnenqui,,,15,1,1,0,0.4,[15]
FCN-VP-00464,nicahcocui,,,15,1,1,0,0.4,[15]
FCN-VP-00465,nicahcoucqui,,,15,1,1,0,0.4,[15]
FCN-VP-00466,niccōhua,,,15,1,1,0,0.4,[15]
FCN-VP-00467,nictōcqui,,,15,1,1,0,0.4,[15]
FCN-VP-00468,quiahcoucqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00469,quiahcoucqui,,,15,1,1,0,0.4,[15]
FCN-VP-00470,quicōuhqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00471,quicōuhqui,,,15,1,1,0,0.4,[15]
FCN-VP-00472,quipixqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00473,quipixqui,,,15,1,1,0,0.4,[15]
FCN-VP-00474,quitecqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00475,quitecqui,,,15,1,1,0,0.4,[15]
FCN-VP-00476,quitōcqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00477,quitōcqui,,,15,1,1,0,0.4,[15]
FCN-VP-00478,ticahcoucqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00479,ticahcoucqui,,,15,1,1,0,0.4,[15]
FCN-VP-00480,ticcōuhqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00481,ticcōuhqui,,,15,1,1,0,0.4,[15]
FCN-VP-00482,ticpixqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00483,ticpixqui,,,15,1,1,0,0.4,[15]
FCN-VP-00484,tictecqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00485,tictecqui,,,15,1,1,0,0.4,[15]
FCN-VP-00486,tictōcqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00487,tictōcqui,,,15,1,1,0,0.4,[15]
FCN-VP-00488,tihuelqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00489,tihuelqui,,,15,1,1,0,0.4,[15]
FCN-VP-00490,tiquizqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00491,titizqui,,,15,1,1,0,0.4,[15]
FCN-VP-00492,tizqueh,,,15,1,1,0,0.4,[15]
FCN-VP-00493,tizqui,,,15,1,1,0,0.4,[15]
FCN-VP-00494,-hqueh,,,16,1,1,0,0.4,[16]
FCN-VP-00495,-hqui,,,16,1,1,0,0.4,[16]
FCN-VP-00496,choloh,third-person singular preterite indicative of choloa,verb,16,1,1,1,0.9,[16]
FCN-VP-00497,cholohqueh,third-person plural preterite indicative of choloa,verb,16,1,1,1,0.9,[16]
FCN-VP-00498,cholohqui,,,16,1,1,0,0.4,[16]
FCN-VP-00499,cuamachilia,,,16,1,1,0,0.4,[16]
FCN-VP-00500,hqueh,,,16,1,1,0,0.4,[16]
