priority_id,headword,gloss_en,part_of_speech,first_lesson_number,lesson_frequency,occurrence_count,linked_entry_count,avg_confidence,lessons_json,lesson_number
FCN-VP-00001,tlen,alternative spelling of tlein,pron,1,32,32,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",26
FCN-VP-00002,huan,and,conj,2,24,24,1,0.9,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31]",26
FCN-VP-00004,tequitl,work,noun,10,16,16,1,0.9,"[10, 12, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31]",26
FCN-VP-00006,cequin,,,8,14,14,0,0.4,"[8, 9, 11, 17, 19, 21, 24, 25, 26, 27, 29, 30, 31, 32]",26
FCN-VP-00007,which,,,4,13,13,0,0.4,"[4, 9, 15, 16, 18, 19, 20, 21, 22, 23, 26, 28, 30]",26
FCN-VP-00013,huanya,,,6,9,9,0,0.4,"[6, 7, 8, 12, 13, 24, 25, 26, 31]",26
FCN-VP-00022,cāmpa,,,19,7,7,0,0.4,"[19, 22, 23, 25, 26, 27, 31]",26
FCN-VP-00027,nicān,,,3,5,5,0,0.4,"[3, 22, 26, 27, 31]",26
FCN-VP-00032,tlamanextilli,,,1,4,4,0,0.4,"[1, 17, 20, 26]",26
FCN-VP-00039,xīhuitl,,,4,4,4,0,0.4,"[4, 9, 22, 26]",26
FCN-VP-00052,nonanān,,,13,4,4,0,0.4,"[13, 24, 26, 32]",26
FCN-VP-00053,ahahuiltiliztli,,,17,4,4,0,0.4,"[17, 20, 26, 28]",26
FCN-VP-00072,inanān,,,7,3,3,0,0.4,"[7, 25, 26]",26
FCN-VP-00079,mōztla,,,11,3,3,0,0.4,"[11, 12, 26]",26
FCN-VP-00082,īyōltzin,,,12,3,3,0,0.4,"[12, 24, 26]",26
FCN-VP-00088,tlachihualiztli,verb.,noun,17,3,3,1,0.9,"[17, 26, 28]",26
FCN-VP-00098,itztoqueh,,,22,3,3,0,0.4,"[22, 24, 26]",26
FCN-VP-00158,qui,,,13,2,2,0,0.4,"[13, 26]",26
FCN-VP-00161,-qui,person or thing that does an action indicated by the root verb; used to form an agent noun.,suffix,15,2,2,1,0.9,"[15, 26]",26
FCN-VP-00177,yālhuaya,,,19,2,2,0,0.4,"[19, 26]",26
FCN-VP-00190,tlahtolpamitl,,,21,2,2,0,0.4,"[21, 26]",26
FCN-VP-00199,attached,,,23,2,2,0,0.4,"[23, 26]",26
FCN-VP-00205,huāllaz,,,24,2,2,0,0.4,"[24, 26]",26
FCN-VP-00208,tochān,,,24,2,2,0,0.4,"[24, 26]",26
FCN-VP-01021,alaxocuahuitl,,,26,1,1,0,0.4,[26],26
FCN-VP-01022,attach,,,26,1,1,0,0.4,[26],26
FCN-VP-01023,iicnīhuan,,,26,1,1,0,0.4,[26],26
FCN-VP-01024,momachtiqui,,,26,1,1,0,0.4,[26],26
FCN-VP-01025,moztla,Tomorrow.,adv,26,1,1,1,0.9,[26],26
FCN-VP-01026,nicuatleco,,,26,1,1,0,0.4,[26],26
FCN-VP-01027,nicuatlehcoti,,,26,1,1,0,0.4,[26],26
FCN-VP-01028,nimomachtiqui,,,26,1,1,0,0.4,[26],26
FCN-VP-01029,nimomachtiti,,,26,1,1,0,0.4,[26],26
FCN-VP-01030,nimāltito,,,26,1,1,0,0.4,[26],26
FCN-VP-01031,nitlachpānaco,,,26,1,1,0,0.4,[26],26
FCN-VP-01032,nitlacuāco,,,26,1,1,0,0.4,[26],26
FCN-VP-01033,niātlacuito,,,26,1,1,0,0.4,[26],26
FCN-VP-01034,timomachtiti,,,26,1,1,0,0.4,[26],26
FCN-VP-01035,titlacuāqui,,,26,1,1,0,0.4,[26],26
FCN-VP-01036,tlachpānaco,,,26,1,1,0,0.4,[26],26
FCN-VP-01037,tlacuāco,,,26,1,1,0,0.4,[26],26
FCN-VP-01038,tlacuāqui,,,26,1,1,0,0.4,[26],26
FCN-VP-01039,īcihuāuh,,,26,1,1,0,0.4,[26],26
