priority_id,headword,gloss_en,part_of_speech,first_lesson_number,lesson_frequency,occurrence_count,linked_entry_count,avg_confidence,lessons_json,lesson_number
FCN-VP-00001,tlen,alternative spelling of tlein,pron,1,32,32,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",6
FCN-VP-00002,huan,and,conj,2,24,24,1,0.9,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31]",6
FCN-VP-00003,nahuatl,something having a clear and pleasant sound.,noun,1,16,16,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 20, 28, 29]",6
FCN-VP-00005,īcā,,,4,14,14,0,0.4,"[4, 6, 7, 8, 9, 11, 12, 19, 22, 23, 27, 29, 31, 32]",6
FCN-VP-00008,tlachīhualiztli,,,6,12,12,0,0.4,"[6, 12, 14, 15, 16, 17, 19, 23, 24, 25, 28, 31]",6
FCN-VP-00011,ōme,,,4,11,11,0,0.4,"[4, 6, 10, 18, 19, 20, 23, 27, 28, 29, 31]",6
FCN-VP-00012,ahāhuiltiliztli,,,6,9,9,0,0.4,"[6, 13, 14, 15, 16, 17, 20, 24, 25]",6
FCN-VP-00013,huanya,,,6,9,9,0,0.4,"[6, 7, 8, 12, 13, 24, 25, 26, 31]",6
FCN-VP-00014,tlamānēxtilli,,,1,8,8,0,0.4,"[1, 3, 6, 7, 8, 9, 10, 12]",6
FCN-VP-00018,yāhuatzinco,,,6,7,7,0,0.4,"[6, 7, 12, 13, 19, 22, 25]",6
FCN-VP-00024,school,,,3,6,6,0,0.4,"[3, 6, 8, 12, 13, 23]",6
FCN-VP-00028,tlahtolpāmitl,,,6,5,5,0,0.4,"[6, 13, 24, 25, 31]",6
FCN-VP-00062,nimomachtia,,,3,3,3,0,0.4,"[3, 5, 6]",6
FCN-VP-00063,nitlamachtia,,,3,3,3,0,0.4,"[3, 5, 6]",6
FCN-VP-00064,teach,,,3,3,3,0,0.4,"[3, 5, 6]",6
FCN-VP-00067,mahtlactli,ten,num,4,3,3,1,0.9,"[4, 6, 27]",6
FCN-VP-00070,cāhuitl,,,6,3,3,0,0.4,"[6, 7, 22]",6
FCN-VP-00106,niēhua,,,3,2,2,0,0.4,"[3, 6]",6
FCN-VP-00119,nāhuatl,,,5,2,2,0,0.4,"[5, 6]",6
FCN-VP-00121,caltlamachtiloyan,,,6,2,2,0,0.4,"[6, 8]",6
FCN-VP-00122,māltia,,,6,2,2,0,0.4,"[6, 30]",6
FCN-VP-00123,nitequiti,,,6,2,2,0,0.4,"[6, 11]",6
FCN-VP-00309,nicōchi,,,6,1,1,0,0.4,[6],6
FCN-VP-00310,ēhua,,,6,1,1,0,0.4,[6],6
