priority_id,headword,gloss_en,part_of_speech,first_lesson_number,lesson_frequency,occurrence_count,linked_entry_count,avg_confidence,lessons_json,lesson_number
FCN-VP-00001,tlen,alternative spelling of tlein,pron,1,32,32,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",12
FCN-VP-00002,huan,and,conj,2,24,24,1,0.9,"[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 31]",12
FCN-VP-00003,nahuatl,something having a clear and pleasant sound.,noun,1,16,16,1,0.9,"[1, 2, 3, 4, 5, 6, 7, 9, 11, 12, 14, 15, 16, 20, 28, 29]",12
FCN-VP-00004,tequitl,work,noun,10,16,16,1,0.9,"[10, 12, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31]",12
FCN-VP-00005,īcā,,,4,14,14,0,0.4,"[4, 6, 7, 8, 9, 11, 12, 19, 22, 23, 27, 29, 31, 32]",12
FCN-VP-00008,tlachīhualiztli,,,6,12,12,0,0.4,"[6, 12, 14, 15, 16, 17, 19, 23, 24, 25, 28, 31]",12
FCN-VP-00009,tlamanēxtilli,,,12,12,12,0,0.4,"[12, 13, 14, 15, 16, 17, 19, 20, 23, 24, 25, 32]",12
FCN-VP-00013,huanya,,,6,9,9,0,0.4,"[6, 7, 8, 12, 13, 24, 25, 26, 31]",12
FCN-VP-00014,tlamānēxtilli,,,1,8,8,0,0.4,"[1, 3, 6, 7, 8, 9, 10, 12]",12
FCN-VP-00018,yāhuatzinco,,,6,7,7,0,0.4,"[6, 7, 12, 13, 19, 22, 25]",12
FCN-VP-00024,school,,,3,6,6,0,0.4,"[3, 6, 8, 12, 13, 23]",12
FCN-VP-00029,īchān,,,7,5,5,0,0.4,"[7, 12, 24, 25, 31]",12
FCN-VP-00051,tiotlac,evening,noun,12,4,4,1,0.9,"[12, 21, 22, 24]",12
FCN-VP-00075,tlayōhua,,,7,3,3,0,0.4,"[7, 12, 19]",12
FCN-VP-00078,nochocho,,,9,3,3,0,0.4,"[9, 12, 24]",12
FCN-VP-00079,mōztla,,,11,3,3,0,0.4,"[11, 12, 26]",12
FCN-VP-00081,nochipa,,,12,3,3,0,0.4,"[12, 13, 29]",12
FCN-VP-00082,īyōltzin,,,12,3,3,0,0.4,"[12, 24, 26]",12
FCN-VP-00118,momachtianih,,,5,2,2,0,0.4,"[5, 12]",12
FCN-VP-00155,caltlamachtihcān,,,12,2,2,0,0.4,"[12, 13]",12
FCN-VP-00156,tequitiz,,,12,2,2,0,0.4,"[12, 31]",12
FCN-VP-00157,tlaixpiyalli,,,12,2,2,0,0.4,"[12, 24]",12
FCN-VP-00411,ahāhuitiliztli,,,12,1,1,0,0.4,[12],12
FCN-VP-00412,ichocho,,,12,1,1,0,0.4,[12],12
FCN-VP-00413,intequitizceh,,,12,1,1,0,0.4,[12],12
FCN-VP-00414,ixcacuatitlan,,,12,1,1,0,0.4,[12],12
FCN-VP-00415,mihtōtiz,,,12,1,1,0,0.4,[12],12
FCN-VP-00416,motlaloz,,,12,1,1,0,0.4,[12],12
FCN-VP-00417,māltizceh,,,12,1,1,0,0.4,[12],12
FCN-VP-00418,nimopatlaz,,,12,1,1,0,0.4,[12],12
FCN-VP-00419,nimēhuaz,,,12,1,1,0,0.4,[12],12
FCN-VP-00420,nitlacuāz,,,12,1,1,0,0.4,[12],12
FCN-VP-00421,tequitizceh,,,12,1,1,0,0.4,[12],12
FCN-VP-00422,timotlalozceh,,,12,1,1,0,0.4,[12],12
FCN-VP-00423,titequitiz,,,12,1,1,0,0.4,[12],12
FCN-VP-00424,titequitizceh,,,12,1,1,0,0.4,[12],12
FCN-VP-00425,tiyāzceh,,,12,1,1,0,0.4,[12],12
FCN-VP-00426,tlachpanāzceh,,,12,1,1,0,0.4,[12],12
FCN-VP-00427,tlahtolāamitl,,,12,1,1,0,0.4,[12],12
