entry_id,project_name,source_file,source_reference,lemma_display,ehn_spoken_form,msn_headword,msn_poetic_form,classical_citation_form,part_of_speech,register,register_suggestion,variety,gloss_en,gloss_es,root_family,source_confidence,speaker_validation_status,editorial_status,forms_json,etymology,parser,notes_internal,notes_public
kw::on::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::on::sense-1,on,,on,,on,pron,,Classical_citation,Classical Nahuatl,that; those,,,high,unreviewed,imported_raw,"[{""form"":""on"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""},{""form"":""ōn"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::te::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::te::sense-1,te,,te,,te,pron,,Classical_citation,Classical Nahuatl,alternative spelling of teh,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::in::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::in::sense-1,in,,in,,in,article,,Classical_citation,Classical Nahuatl,the,,,high,unreviewed,imported_raw,"[{""form"":""in"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""},{""form"":""īn"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::in::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::in::sense-2,in,,in,,in,pron,,Classical_citation,Classical Nahuatl,this; these,,,high,unreviewed,imported_raw,"[{""form"":""in"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""},{""form"":""īn"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::in::3,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::in::sense-3,in,,in,,,article,,Needs_review,Central Nahuatl,the.,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::can::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::can::sense-1,can,,can,,can,pron,,Classical_citation,Classical Nahuatl,where,,,high,unreviewed,imported_raw,"[{""form"":""cān"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""},{""form"":""cānin"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::i::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::i::sense-1,i,,i,,i,verb,,Classical_citation,Classical Nahuatl,to drink,,,high,unreviewed,imported_raw,"[{""form"":""ī"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::austria::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::austria::sense-1,Austria,,Austria,,Austria,name,,Classical_citation,Classical Nahuatl,Austria (a country in Central Europe),,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::austria::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::austria::sense-2,Austria,,Austria,,,name,,Needs_review,Central Nahuatl,Austria (a country in Central Europe),,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::austria::3,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::austria::sense-3,Austria,,Austria,,,name,,Needs_review,Central Huasteca Nahuatl,Austria (a country in Central Europe),,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::cuba::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuba::sense-1,Cuba,,Cuba,,Cuba,name,,Classical_citation,Classical Nahuatl,"Cuba (a country, the largest island (based on land area) in the Caribbean)",,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::cuba::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cuba::sense-2,Cuba,,Cuba,,,name,,Needs_review,Central Nahuatl,"Cuba (a country, the largest island (based on land area) in the Caribbean)",,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::peru::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::peru::sense-1,Peru,,Peru,,Peru,name,,Classical_citation,Classical Nahuatl,Peru (a country in South America),,,high,unreviewed,imported_raw,"[{""form"":""Pelon"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""},{""form"":""piru"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""},{""form"":""Pirũ"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::peru::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::peru::sense-2,Peru,,Peru,,,name,,Needs_review,Central Nahuatl,Peru (a country in South America),,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::portugal::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::portugal::sense-1,Portugal,,Portugal,,Portugal,name,,Classical_citation,Classical Nahuatl,"Portugal (a country in Southern Europe, on the Iberian Peninsula)",,,high,unreviewed,imported_raw,[],"Borrowed from Spanish Portugal, from Latin Portus Cale, former name of what is now the city of Vila Nova de Gaia.",kaikki_unified,,
kw::portugal::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::portugal::sense-2,Portugal,,Portugal,,,name,,Needs_review,Central Nahuatl,"Portugal (a country in Southern Europe, on the Iberian Peninsula)",,,high,unreviewed,imported_raw,[],"Borrowed from Spanish Portugal, from Latin Portus Cale, former name of what is now the city of Vila Nova de Gaia.",kaikki_unified,,
kw::portugal::3,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::portugal::sense-3,Portugal,,Portugal,,,name,,Needs_review,Central Huasteca Nahuatl,"Portugal (a country in Southern Europe, on the Iberian Peninsula)",,,high,unreviewed,imported_raw,[],"Borrowed from Spanish Portugal, from Latin Portus Cale, former name of what is now the city of Vila Nova de Gaia.",kaikki_unified,,
kw::pi::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pi::sense-1,pi,,pi,,pi,verb,,Classical_citation,Classical Nahuatl,To pluck,,,high,unreviewed,imported_raw,"[{""form"":""pī"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::uey::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::uey::sense-1,uey,,uey,,uey,noun,,Classical_citation,Classical Nahuatl,obsolete spelling of huēyi,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::qua::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::qua::sense-1,qua,,qua,,qua,verb,,Classical_citation,Classical Nahuatl,alternative spelling of cua,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::alo::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::alo::sense-1,alo,,alo,,alo,noun,,Classical_citation,Classical Nahuatl,a scarlet macaw; Ara macao.,,,high,unreviewed,imported_raw,"[{""form"":""alomeh"",""tags"":[""plural""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::ventana::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ventana::sense-1,ventana,,ventana,,ventana,noun,,Classical_citation,Classical Nahuatl,window,,,high,unreviewed,imported_raw,[],Borrowed from Spanish ventana.,kaikki_unified,,
kw::he::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::he::sense-1,he,,he,,he,intj,,Classical_citation,Classical Nahuatl,an expression of physical pain; ouch.,,,high,unreviewed,imported_raw,[],A natural expression.,kaikki_unified,,
kw::icon::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::icon::sense-1,icon,,icon,,icon,noun,,Classical_citation,Classical Nahuatl,third-person singular possessed form of comitl,,,high,unreviewed,imported_raw,"[{""form"":""īcon"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::san::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::san::sense-1,san,,san,,san,particle,,Classical_citation,Classical Nahuatl,alternative spelling of zan,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::home::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::home::sense-1,home,,home,,home,num,,Classical_citation,Classical Nahuatl,obsolete spelling of ōme,,,high,unreviewed,imported_raw,"[{""form"":""ho̊me"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::ca::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ca::sense-1,ca,,ca,,ca,verb,,Classical_citation,Classical Nahuatl,to be in a location,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::ca::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ca::sense-2,ca,,ca,,,verb,,Needs_review,Central Nahuatl,To be.,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::ce::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ce::sense-1,ce,,ce,,ce,num,,Classical_citation,Classical Nahuatl,one in number.,,,high,unreviewed,imported_raw,"[{""form"":""cē"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""},{""form"":""çe"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""},{""form"":""cec"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""},{""form"":""ced"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""},{""form"":""sed"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]",Cognate to Classical Nahuatl ce,kaikki_unified,,
kw::ce::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ce::sense-2,ce,,ce,,,num,,Needs_review,Central Nahuatl,one.,,,high,unreviewed,imported_raw,[],Cognate to Classical Nahuatl ce,kaikki_unified,,
kw::ce::3,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ce::sense-3,ce,ce,ce,,,num,,EHN_colloquial,Eastern Huasteca Nahuatl,one.,,,high,unreviewed,imported_raw,[],Cognate to Classical Nahuatl ce,kaikki_unified,,
kw::ac::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ac::sense-1,ac,,ac,,ac,pron,,Classical_citation,Classical Nahuatl,who?,,,high,unreviewed,imported_raw,"[{""form"":""āc"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""},{""form"":""āc ihqueh"",""tags"":[""plural""],""variety"":""Classical Nahuatl""},{""form"":""āquihqueh"",""tags"":[""plural""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::pa::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::pa::sense-1,pa,,pa,,pa,verb,,Classical_citation,Classical Nahuatl,To dye,,,high,unreviewed,imported_raw,"[{""form"":""pā"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::ei::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ei::sense-1,ei,,ei,,ei,num,,Classical_citation,Classical Nahuatl,obsolete spelling of ēyi,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::im::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::im-::sense-1,im-,,im-,,im-,prefix,,Classical_citation,Classical Nahuatl,Used to form the third-person plural possessive of nouns: their,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::cocoa::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cocoa::sense-1,cocoa,,cocoa,,cocoa,verb,,Classical_citation,Classical Nahuatl,to hurt,,,high,unreviewed,imported_raw,"[{""form"":""cocohua"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]","From Proto-Nahuan *koko-wa (“to be sick”), from Proto-Uto-Aztecan *koL~koLi (“to hurt”, with reduplication).",kaikki_unified,,
kw::cocoa::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::cocoa::sense-2,cocoa,,cocoa,,cocoa,verb,,Classical_citation,Classical Nahuatl,to be ill,,,high,unreviewed,imported_raw,"[{""form"":""cocohua"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]","From Proto-Nahuan *koko-wa (“to be sick”), from Proto-Uto-Aztecan *koL~koLi (“to hurt”, with reduplication).",kaikki_unified,,
kw::rosa::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::rosa::sense-1,rosa,,rosa,,rosa,noun,,Classical_citation,Classical Nahuatl,rose,,,high,unreviewed,imported_raw,[],"From Spanish rosa, from Latin rosa.",kaikki_unified,,
kw::nix::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nix::sense-1,nix,,nix,,nix,noun,,Classical_citation,Classical Nahuatl,first-person singular possessive singular of īxtli; (it is) my eye.,,,high,unreviewed,imported_raw,"[{""form"":""nīx"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::nix::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nix::sense-2,nix,,nix,,nix,noun,,Classical_citation,Classical Nahuatl,first-person singular possessive plural of īxtli; (they are) my eyes.,,,high,unreviewed,imported_raw,"[{""form"":""nīx"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::elefante::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::elefante::sense-1,elefante,,elefante,,elefante,noun,,Classical_citation,Classical Nahuatl,elephant,,,high,unreviewed,imported_raw,"[{""form"":""elepante"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]",Borrowed from Spanish elefante.,kaikki_unified,,
kw::elefante::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::elefante::sense-2,elefante,,elefante,,,noun,,Needs_review,Central Huasteca Nahuatl,elephant.,,,high,unreviewed,imported_raw,[],Borrowed from Spanish elefante.,kaikki_unified,,
kw::nel::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::nel::sense-1,nel,,nel,,nel,noun,,Classical_citation,Classical Nahuatl,first-person singular possessive singular of ēlli; (it is) my liver.,,,high,unreviewed,imported_raw,"[{""form"":""nēl"",""tags"":[""canonical"",""inanimate""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::yeh::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::yeh::sense-1,yeh,,yeh,,yeh,pron,,Classical_citation,Classical Nahuatl,"he, she, it",,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::ayo::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ayo::sense-1,ayo,,ayo,,ayo,noun,,Classical_citation,Classical Nahuatl,obsolete spelling of āyoh,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::vino::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::vino::sense-1,vino,,vino,,vino,noun,,Classical_citation,Classical Nahuatl,"wine (an alcoholic beverage made by fermenting grape juice, with an ABV ranging from 5.5–16%)",,,high,unreviewed,imported_raw,"[{""form"":""uino"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""},{""form"":""vinoh"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]","Borrowed from Spanish vino, from Latin vinum.",kaikki_unified,,
kw::ono::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::ono::sense-1,ono,,ono,,ono,verb,,Classical_citation,Classical Nahuatl,To be lying down,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::quin::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::quin-::sense-1,quin-,,quin-,,quin-,prefix,,Classical_citation,Classical Nahuatl,Object prefix for verbs; it indicates that the object is third-person plural; them.,,,high,unreviewed,imported_raw,"[{""form"":""quim-"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""},{""form"":""labial"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::azcatl::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::azcatl::sense-1,azcatl,,azcatl,,azcatl,noun,,Classical_citation,Classical Nahuatl,ant,,,high,unreviewed,imported_raw,"[{""form"":""āzcatl"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""},{""form"":""āzcameh"",""tags"":[""plural""],""variety"":""Classical Nahuatl""}]","Compare Highland Puebla Nahuatl a̱scat, Zacatlán-Ahuacatlán-Tepetzintla Nahuatl ascatl.",kaikki_unified,,
kw::azcatl::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::azcatl::sense-2,azcatl,,azcatl,,,noun,,Needs_review,Central Nahuatl,ant,,,high,unreviewed,imported_raw,"[{""form"":""azcameh"",""tags"":[""plural""],""variety"":""Central Nahuatl""},{""form"":""askatl"",""tags"":[""alternative""],""variety"":""Central Nahuatl""}]","Compare Highland Puebla Nahuatl a̱scat, Zacatlán-Ahuacatlán-Tepetzintla Nahuatl ascatl.",kaikki_unified,,
kw::huehxolotl::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehxolotl::sense-1,huehxolotl,,huehxolotl,,huehxolotl,noun,,Classical_citation,Classical Nahuatl,turkey cock,,,high,unreviewed,imported_raw,"[{""form"":""huehxolomeh"",""tags"":[""plural""],""variety"":""Classical Nahuatl""},{""form"":""huehuehxoloh"",""tags"":[""plural""],""variety"":""Classical Nahuatl""},{""form"":""huexolotl"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""},{""form"":""uexolotl"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""},{""form"":""huehxolotl"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]",From Classical Nahuatl huehxolotl.,kaikki_unified,,
kw::huehxolotl::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::huehxolotl::sense-2,huehxolotl,,huehxolotl,,,noun,,Needs_review,Central Nahuatl,turkey cock.,,,high,unreviewed,imported_raw,"[{""form"":""wehxolotl"",""tags"":[""alternative""],""variety"":""Central Nahuatl""},{""form"":""uejxolotl"",""tags"":[""alternative""],""variety"":""Central Nahuatl""}]",From Classical Nahuatl huehxolotl.,kaikki_unified,,
kw::oztotl::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::oztotl::sense-1,oztotl,,oztotl,,oztotl,noun,,Classical_citation,Classical Nahuatl,cave,,,high,unreviewed,imported_raw,"[{""form"":""ōztōtl"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::oztotl::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::oztotl::sense-2,oztotl,,oztotl,,,noun,,Needs_review,Central Nahuatl,"cave, mine, hole",,,high,unreviewed,imported_raw,"[{""form"":""ostotl"",""tags"":[""alternative""],""variety"":""Central Nahuatl""}]",,kaikki_unified,,
kw::oztotl::3,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::oztotl::sense-3,oztotl,oztotl,oztotl,,,noun,,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of ostotl,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::eztli::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eztli::sense-1,eztli,,eztli,,eztli,noun,,Classical_citation,Classical Nahuatl,Blood.,,,high,unreviewed,imported_raw,[],"From Proto-Nahuan *əs-tlɨ, from Proto-Uto-Aztecan *ïs-ta, itself from *ï-.",kaikki_unified,,
kw::eztli::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eztli::sense-2,eztli,,eztli,,,noun,,Needs_review,Central Nahuatl,blood,,,high,unreviewed,imported_raw,"[{""form"":""yeztli"",""tags"":[""alternative""],""variety"":""Central Nahuatl""},{""form"":""yestl"",""tags"":[""alternative""],""variety"":""Central Nahuatl""}]","From Proto-Nahuan *əs-tlɨ, from Proto-Uto-Aztecan *ïs-ta, itself from *ï-.",kaikki_unified,,
kw::eztli::3,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::eztli::sense-3,eztli,eztli,eztli,,,noun,,EHN_colloquial,Eastern Huasteca Nahuatl,obsolete spelling of estli,,,high,unreviewed,imported_raw,[],"From Proto-Nahuan *əs-tlɨ, from Proto-Uto-Aztecan *ïs-ta, itself from *ï-.",kaikki_unified,,
kw::an::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::an-::sense-1,an-,,an-,,an-,prefix,,Classical_citation,Classical Nahuatl,"Subject prefix for verbs; it indicates that the subject is second-person plural; you, you all.",,,high,unreviewed,imported_raw,"[{""form"":""am-"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""},{""form"":""labial"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::milli::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::milli::sense-1,milli,,milli,,milli,noun,,Classical_citation,Classical Nahuatl,Cultivated field; milpa.,,,high,unreviewed,imported_raw,"[{""form"":""mīlli"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""},{""form"":""no-table-tags"",""tags"":[""table-tags""],""variety"":""Classical Nahuatl""},{""form"":""l-self"",""tags"":[""inflection-template""],""variety"":""Classical Nahuatl""},{""form"":""nomīl"",""tags"":[""first-person"",""singular""],""variety"":""Classical Nahuatl""},{""form"":""tomīl"",""tags"":[""first-person"",""plural""],""variety"":""Classical Nahuatl""},{""form"":""momīl"",""tags"":[""second-person"",""singular""],""variety"":""Classical Nahuatl""},{""form"":""amomīl"",""tags"":[""plural"",""second-person""],""variety"":""Classical Nahuatl""},{""form"":""īmīl"",""tags"":[""singular"",""third-person""],""variety"":""Classical Nahuatl""},{""form"":""īmmīl"",""tags"":[""plural"",""third-person""],""variety"":""Classical Nahuatl""},{""form"":""tēmīl"",""tags"":[""impersonal""],""variety"":""Classical Nahuatl""}]",Cognate to Classical Nahuatl milli,kaikki_unified,,
kw::milli::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::milli::sense-2,milli,,milli,,,noun,,Needs_review,Central Nahuatl,Cultivated field; milpa.,,,high,unreviewed,imported_raw,[],Cognate to Classical Nahuatl milli,kaikki_unified,,
kw::milli::3,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::milli::sense-3,milli,milli,milli,,,noun,,EHN_colloquial,Eastern Huasteca Nahuatl,Cultivated field; milpa.,,,high,unreviewed,imported_raw,[],Cognate to Classical Nahuatl milli,kaikki_unified,,
kw::malina::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::malina::sense-1,malina,,malina,,malina,verb,,Classical_citation,Classical Nahuatl,to twist on ones thigh,,,high,unreviewed,imported_raw,"[{""form"":""malīna"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""},{""form"":""omalīn"",""tags"":[""preterite""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::malina::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::malina::sense-2,malina,,malina,,,verb,,Needs_review,Central Huasteca Nahuatl,to twist,,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::padre::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::padre::sense-1,padre,,padre,,padre,noun,,Classical_citation,Classical Nahuatl,priest,,,high,unreviewed,imported_raw,"[{""form"":""pādre"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""},{""form"":""padreh"",""tags"":[""alternative""],""variety"":""Classical Nahuatl""}]","Borrowed from Spanish padre (“father, priest”), from Latin pater.",kaikki_unified,,
kw::egipto::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::egipto::sense-1,Egipto,,Egipto,,Egipto,name,,Classical_citation,Classical Nahuatl,Egypt (a country in North Africa and West Asia),,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::egipto::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::egipto::sense-2,Egipto,,Egipto,,,name,,Needs_review,Central Nahuatl,Egypt (a country in North Africa and West Asia),,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::egipto::3,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::egipto::sense-3,Egipto,,Egipto,,,name,,Needs_review,Central Huasteca Nahuatl,Egypt (a country in North Africa and West Asia),,,high,unreviewed,imported_raw,[],,kaikki_unified,,
kw::mel::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::mel::sense-1,mel,,mel,,mel,noun,,Classical_citation,Classical Nahuatl,second-person singular possessive singular of ēlli; (it is) your liver.,,,high,unreviewed,imported_raw,"[{""form"":""mēl"",""tags"":[""canonical"",""inanimate""],""variety"":""Classical Nahuatl""}]",,kaikki_unified,,
kw::tata::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tata::sense-1,tata,,tata,,tata,noun,,Classical_citation,Classical Nahuatl,"A child's word for his father; dad, daddy.",,,high,unreviewed,imported_raw,[],"Perhaps imitative, though compare tahtli (“father”) and Spanish taita (“dad”).",kaikki_unified,,
kw::tata::2,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::tata::sense-2,tata,,tata,,,noun,,Needs_review,Central Huasteca Nahuatl,father.,,,high,unreviewed,imported_raw,[],"Perhaps imitative, though compare tahtli (“father”) and Spanish taita (“dad”).",kaikki_unified,,
kw::axolotl::1,Flor y Canto Nahuatl,nahuatl_kaikki_unified.json,nahuatl_kaikki_unified.json::axolotl::sense-1,axolotl,,axolotl,,axolotl,noun,,Classical_citation,Classical Nahuatl,an edible larval salamander,,,high,unreviewed,imported_raw,"[{""form"":""āxōlōtl"",""tags"":[""canonical""],""variety"":""Classical Nahuatl""},{""form"":""āxōlōmeh"",""tags"":[""plural""],""variety"":""Classical Nahuatl""}]","Generally interpreted to be a compound of ātl (“water”) + xōlōtl (“male servant”).
Alternatively, the second element may be cognate with Huichol xiurí (“axolotl”). The compounding with ātl (“water”) may have originated as a disambiguation from several unrelated quasi-homonyms, such as xōlōtl (“male servant”) or Xolotl (name for a god).",kaikki_unified,,
